"student_id","cstate_1","cstate_2","cstate_3","cstate_4","cstate_5","cstate_6","cstate_7","cstate_8","cstate_9","cstate_10","cstate_11","cstate_12","cstate_13","cstate_14","cstate_15","cstate_16","cstate_17","cstate_18","cstate_19","cstate_20","cstate_21","cstate_22","cstate_23","cstate_24","cstate_25","cstate_26","cstate_27","cstate_28"
"STU000194","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","4YR_NoWork","CTC_Work","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000195","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000196","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_Work","CTC_Work","4YR_NoWork","Work_Only","4YR_Work","4YR_NoWork","4YR_NoWork","Neither","4YR_Work","4YR_Work","4YR_Work","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither"
"STU000197","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only"
"STU000198","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000199","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only"
"STU000200","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000201","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only"
"STU000202","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000203","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU000204","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only"
"STU000205","Work_Only","Neither","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_Work","4YR_Work","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither"
"STU000206","CTC_Work","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither"
"STU000207","Work_Only","Work_Only","Neither","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only"
"STU000208","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Neither"
"STU000209","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000210","Neither","Neither","Neither","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU000211","4YR_NoWork","CTC_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000212","CTC_Work","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","4YR_Work","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000213","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only"
"STU000214","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000215","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither"
"STU000216","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU000217","Work_Only","Work_Only","Work_Only","Neither","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_Work","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000218","Neither","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU000219","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither"
"STU000220","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU000221","Work_Only","Neither","Neither","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only"
"STU000222","Work_Only","CTC_Work","CTC_Work","CTC_Work","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU000223","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000224","Work_Only","Work_Only","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_Work","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only"
"STU000225","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only"
"STU000226","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither"
"STU000227","Work_Only","Work_Only","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither"
"STU000228","Work_Only","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000229","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only"
"STU000230","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","CTC_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_Work","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000231","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only"
"STU000232","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither"
"STU000233","CTC_Work","CTC_Work","CTC_Work","CTC_Work","CTC_Work","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Neither"
"STU000234","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","CTC_NoWork","Neither","4YR_NoWork","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only"
"STU000235","Work_Only","Neither","Work_Only","4YR_NoWork","Neither","4YR_NoWork","Neither","Work_Only","Work_Only","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only"
"STU000236","4YR_Work","4YR_Work","4YR_NoWork","CTC_Work","4YR_Work","Work_Only","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only"
"STU000237","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only"
"STU000238","Neither","Neither","Neither","Neither","Work_Only","CTC_Work","Work_Only","CTC_NoWork","CTC_NoWork","Neither","CTC_Work","CTC_Work","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only"
"STU000239","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Neither","Neither"
"STU000240","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000241","Work_Only","Work_Only","4YR_NoWork","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000242","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU000243","CTC_Work","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Work_Only"
"STU000244","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","4YR_Work","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither"
"STU000245","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000246","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither"
"STU000247","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Work_Only"
"STU000248","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","CTC_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000249","CTC_Work","4YR_Work","CTC_Work","CTC_NoWork","4YR_Work","CTC_Work","Work_Only","4YR_Work","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","CTC_Work","CTC_NoWork","4YR_Work","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000250","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","CTC_Work","CTC_Work","CTC_NoWork","CTC_Work","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU000251","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000252","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither"
"STU000253","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","Neither","CTC_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","Work_Only"
"STU000254","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_NoWork","CTC_Work","CTC_NoWork","4YR_NoWork","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000255","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","4YR_NoWork","Neither","Neither","Neither","Neither"
"STU000256","4YR_Work","4YR_Work","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","4YR_Work","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU000257","Work_Only","Work_Only","Work_Only","Work_Only","4YR_NoWork","Neither","4YR_NoWork","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000258","Work_Only","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_Work","CTC_Work","CTC_Work","CTC_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only"
"STU000259","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Neither","Neither"
"STU000260","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither"
"STU000261","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_NoWork","CTC_NoWork","4YR_NoWork","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000262","4YR_Work","4YR_NoWork","4YR_NoWork","4YR_NoWork","Work_Only","Neither","Work_Only","4YR_Work","4YR_Work","4YR_Work","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000263","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000264","Work_Only","Work_Only","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither"
"STU000265","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Work_Only"
"STU000266","CTC_NoWork","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","CTC_NoWork","CTC_NoWork","CTC_NoWork","4YR_NoWork","4YR_NoWork","Neither","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_NoWork","4YR_Work","4YR_Work","4YR_Work","CTC_Work","4YR_NoWork","4YR_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Neither"
"STU000267","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only"
"STU000268","CTC_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Work_Only"
"STU000269","CTC_NoWork","CTC_NoWork","CTC_NoWork","Neither","Neither","Neither","Neither","Neither","Neither","Work_Only","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Work_Only"
"STU000270","Work_Only","Work_Only","Neither","Work_Only","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Work_Only","Neither","Work_Only","Neither","Neither","Neither","Neither","Neither","Work_Only","Work_Only","Work_Only","Work_Only"
"STU000271","CTC_Work","CTC_Work","CTC_Work","CTC_NoWork","CTC_NoWork","CTC_NoWork","Work_Only","CTC_NoWork","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","4YR_Work","4YR_Work","4YR_Work","4YR_Work","4YR_Work","Work_Only","Neither","Work_Only","Work_Only","Work_Only","Neither","Neither"
