"student_id","credential_type","term_number","term_label"
"STU001621","Bachelor",16,"2020Q4"
"STU001622","Certificate",6,"2018Q2"
"STU001625","Associate",19,"2021Q3"
"STU001625","Bachelor",22,"2022Q2"
"STU001626","Certificate",5,"2018Q1"
"STU001631","Bachelor",19,"2021Q3"
"STU001634","Bachelor",17,"2021Q1"
"STU001640","Associate",8,"2018Q4"
"STU001641","Bachelor",15,"2020Q3"
"STU001642","Bachelor",16,"2020Q4"
"STU001644","Bachelor",8,"2018Q4"
"STU001647","Bachelor",27,"2023Q3"
"STU001652","Associate",7,"2018Q3"
"STU001652","Bachelor",19,"2021Q3"
"STU001654","Associate",9,"2019Q1"
"STU001658","Certificate",4,"2017Q4"
"STU001661","Bachelor",16,"2020Q4"
"STU001662","Associate",2,"2017Q2"
"STU001664","Certificate",5,"2018Q1"
"STU001664","Associate",10,"2019Q2"
"STU001667","Certificate",4,"2017Q4"
"STU001669","Bachelor",23,"2022Q3"
"STU001675","Bachelor",17,"2021Q1"
"STU001680","Bachelor",21,"2022Q1"
"STU001682","Associate",21,"2022Q1"
"STU001686","Bachelor",17,"2021Q1"
"STU001687","Bachelor",11,"2019Q3"
"STU001689","Associate",8,"2018Q4"
"STU001694","Bachelor",8,"2018Q4"
"STU001698","Bachelor",18,"2021Q2"
"STU001700","Associate",8,"2018Q4"
"STU001700","Bachelor",17,"2021Q1"
"STU001705","Bachelor",8,"2018Q4"
"STU001719","Associate",9,"2019Q1"
"STU001722","Bachelor",15,"2020Q3"
"STU001724","Bachelor",19,"2021Q3"
"STU001726","Bachelor",25,"2023Q1"
"STU001728","Bachelor",17,"2021Q1"
"STU001731","Associate",8,"2018Q4"
"STU001733","Bachelor",25,"2023Q1"
"STU001738","Bachelor",23,"2022Q3"
"STU001739","Associate",9,"2019Q1"
"STU001742","Bachelor",23,"2022Q3"
"STU001743","Certificate",6,"2018Q2"
"STU001743","Associate",9,"2019Q1"
"STU001748","Bachelor",16,"2020Q4"
"STU001749","Bachelor",9,"2019Q1"
"STU001750","Associate",9,"2019Q1"
"STU001755","Associate",8,"2018Q4"
"STU001757","Bachelor",9,"2019Q1"
"STU001758","Bachelor",8,"2018Q4"
"STU001760","Bachelor",19,"2021Q3"
"STU001764","Bachelor",16,"2020Q4"
"STU001765","Associate",10,"2019Q2"
"STU001770","Bachelor",17,"2021Q1"
"STU001776","Bachelor",15,"2020Q3"
"STU001786","Bachelor",16,"2020Q4"
"STU001788","Bachelor",27,"2023Q3"
"STU001790","Bachelor",21,"2022Q1"
"STU001794","Associate",9,"2019Q1"
"STU001795","Certificate",5,"2018Q1"
"STU001797","Bachelor",27,"2023Q3"
"STU001802","Associate",20,"2021Q4"
"STU001804","Bachelor",27,"2023Q3"
"STU001805","Associate",7,"2018Q3"
"STU001805","Bachelor",17,"2021Q1"
"STU001806","Associate",7,"2018Q3"
"STU001807","Certificate",5,"2018Q1"
"STU001813","Certificate",5,"2018Q1"
"STU001816","Bachelor",16,"2020Q4"
"STU001819","Bachelor",15,"2020Q3"
"STU001820","Certificate",5,"2018Q1"
"STU001820","Associate",9,"2019Q1"
"STU001824","Certificate",7,"2018Q3"
"STU001828","Associate",11,"2019Q3"
"STU001829","Bachelor",16,"2020Q4"
"STU001839","Bachelor",29,NA
"STU001842","Bachelor",17,"2021Q1"
"STU001844","Certificate",6,"2018Q2"
"STU001846","Associate",9,"2019Q1"
"STU001851","Bachelor",25,"2023Q1"
"STU001853","Bachelor",15,"2020Q3"
"STU001856","Certificate",4,"2017Q4"
"STU001857","Associate",7,"2018Q3"
"STU001862","Associate",9,"2019Q1"
"STU001868","Certificate",4,"2017Q4"
"STU001870","Bachelor",26,"2023Q2"
"STU001872","Certificate",6,"2018Q2"
"STU001876","Associate",8,"2018Q4"
"STU001877","Bachelor",16,"2020Q4"
"STU001879","Bachelor",7,"2018Q3"
"STU001883","Bachelor",28,"2023Q4"
"STU001884","Bachelor",20,"2021Q4"
"STU001891","Certificate",4,"2017Q4"
"STU001892","Associate",18,"2021Q2"
"STU001892","Bachelor",21,"2022Q1"
"STU001894","Bachelor",14,"2020Q2"
"STU001896","Bachelor",19,"2021Q3"
"STU001898","Associate",8,"2018Q4"
"STU001898","Bachelor",17,"2021Q1"
"STU001904","Bachelor",8,"2018Q4"
"STU001905","Associate",8,"2018Q4"
"STU001905","Bachelor",19,"2021Q3"
"STU001913","Bachelor",7,"2018Q3"
"STU001914","Associate",8,"2018Q4"
"STU001914","Bachelor",21,"2022Q1"
"STU001915","Bachelor",16,"2020Q4"
"STU001919","Bachelor",15,"2020Q3"
"STU001923","Associate",4,"2017Q4"
"STU001926","Associate",20,"2021Q4"
"STU001931","Bachelor",16,"2020Q4"
"STU001935","Bachelor",27,"2023Q3"
"STU001938","Bachelor",15,"2020Q3"
"STU001941","Certificate",7,"2018Q3"
"STU001943","Bachelor",17,"2021Q1"
"STU001945","Bachelor",16,"2020Q4"
"STU001956","Associate",9,"2019Q1"
"STU001956","Bachelor",20,"2021Q4"
"STU001957","Associate",9,"2019Q1"
"STU001957","Bachelor",21,"2022Q1"
"STU001958","Bachelor",26,"2023Q2"
"STU001963","Associate",4,"2017Q4"
"STU001964","Associate",15,"2020Q3"
"STU001971","Bachelor",9,"2019Q1"
"STU001972","Associate",7,"2018Q3"
"STU001972","Bachelor",17,"2021Q1"
"STU001973","Certificate",4,"2017Q4"
"STU001974","Bachelor",25,"2023Q1"
"STU001976","Bachelor",16,"2020Q4"
"STU001979","Bachelor",23,"2022Q3"
"STU001985","Associate",9,"2019Q1"
"STU001989","Associate",10,"2019Q2"
"STU001990","Associate",7,"2018Q3"
"STU001990","Bachelor",18,"2021Q2"
"STU001991","Associate",15,"2020Q3"
"STU001991","Bachelor",19,"2021Q3"
"STU001999","Associate",17,"2021Q1"
"STU002001","Bachelor",15,"2020Q3"
"STU002002","Bachelor",16,"2020Q4"
"STU002003","Associate",2,"2017Q2"
"STU002004","Bachelor",17,"2021Q1"
"STU002006","Bachelor",25,"2023Q1"
"STU002008","Associate",17,"2021Q1"
"STU002010","Associate",9,"2019Q1"
"STU002011","Certificate",5,"2018Q1"
"STU002011","Associate",9,"2019Q1"
"STU002017","Bachelor",17,"2021Q1"
"STU002032","Associate",9,"2019Q1"
"STU002032","Bachelor",22,"2022Q2"
"STU002035","Bachelor",15,"2020Q3"
"STU002037","Associate",9,"2019Q1"
"STU002040","Bachelor",16,"2020Q4"
"STU002045","Associate",2,"2017Q2"
"STU002047","Associate",7,"2018Q3"
"STU002048","Bachelor",16,"2020Q4"
"STU002049","Certificate",6,"2018Q2"
"STU002049","Associate",10,"2019Q2"
"STU002050","Certificate",7,"2018Q3"
"STU002051","Certificate",6,"2018Q2"
"STU002052","Associate",21,"2022Q1"
"STU002056","Certificate",5,"2018Q1"
"STU002060","Bachelor",15,"2020Q3"
"STU002062","Associate",9,"2019Q1"
"STU002064","Bachelor",29,NA
"STU002068","Bachelor",25,"2023Q1"
"STU002070","Bachelor",15,"2020Q3"
"STU002073","Certificate",5,"2018Q1"
"STU002074","Bachelor",26,"2023Q2"
"STU002077","Associate",12,"2019Q4"
"STU002077","Bachelor",20,"2021Q4"
"STU002078","Bachelor",23,"2022Q3"
"STU002079","Associate",7,"2018Q3"
"STU002079","Bachelor",18,"2021Q2"
"STU002081","Bachelor",26,"2023Q2"
"STU002083","Associate",9,"2019Q1"
"STU002086","Bachelor",18,"2021Q2"
"STU002090","Associate",18,"2021Q2"
"STU002090","Bachelor",21,"2022Q1"
"STU002094","Bachelor",9,"2019Q1"
"STU002098","Bachelor",16,"2020Q4"
"STU002101","Bachelor",16,"2020Q4"
"STU002102","Certificate",7,"2018Q3"
"STU002105","Bachelor",20,"2021Q4"
"STU002108","Bachelor",17,"2021Q1"
"STU002114","Bachelor",19,"2021Q3"
"STU002116","Associate",9,"2019Q1"
"STU002116","Bachelor",21,"2022Q1"
"STU002119","Associate",21,"2022Q1"
"STU002126","Associate",7,"2018Q3"
"STU002130","Certificate",5,"2018Q1"
"STU002135","Bachelor",16,"2020Q4"
"STU002138","Certificate",5,"2018Q1"
"STU002139","Bachelor",15,"2020Q3"
"STU002141","Bachelor",27,"2023Q3"
"STU002142","Associate",18,"2021Q2"
"STU002143","Bachelor",14,"2020Q2"
"STU002144","Associate",9,"2019Q1"
"STU002146","Associate",7,"2018Q3"
"STU002147","Certificate",6,"2018Q2"
"STU002147","Associate",11,"2019Q3"
"STU002149","Certificate",6,"2018Q2"
"STU002149","Associate",9,"2019Q1"
"STU002152","Certificate",7,"2018Q3"
"STU002155","Bachelor",18,"2021Q2"
"STU002158","Associate",7,"2018Q3"
"STU002165","Certificate",7,"2018Q3"
"STU002167","Bachelor",16,"2020Q4"
"STU002170","Associate",4,"2017Q4"
"STU002177","Associate",15,"2020Q3"
"STU002177","Bachelor",16,"2020Q4"
"STU002183","Associate",9,"2019Q1"
"STU002183","Bachelor",20,"2021Q4"
"STU002186","Bachelor",15,"2020Q3"
"STU002188","Certificate",6,"2018Q2"
"STU002188","Associate",10,"2019Q2"
"STU002189","Bachelor",17,"2021Q1"
"STU002191","Bachelor",16,"2020Q4"
"STU002195","Associate",7,"2018Q3"
"STU002196","Bachelor",16,"2020Q4"
"STU002198","Certificate",5,"2018Q1"
"STU002199","Associate",3,"2017Q3"
"STU002200","Certificate",7,"2018Q3"
"STU002200","Associate",11,"2019Q3"
"STU002202","Bachelor",15,"2020Q3"
"STU002203","Associate",20,"2021Q4"
"STU002204","Bachelor",15,"2020Q3"
"STU002207","Associate",2,"2017Q2"
"STU002208","Associate",18,"2021Q2"
"STU002212","Associate",20,"2021Q4"
"STU002212","Bachelor",21,"2022Q1"
"STU002214","Bachelor",20,"2021Q4"
"STU002216","Associate",3,"2017Q3"
"STU002217","Associate",8,"2018Q4"
"STU002220","Bachelor",22,"2022Q2"
"STU002222","Bachelor",17,"2021Q1"
"STU002223","Bachelor",16,"2020Q4"
"STU002225","Bachelor",17,"2021Q1"
"STU002227","Bachelor",17,"2021Q1"
"STU002232","Bachelor",8,"2018Q4"
"STU002235","Bachelor",16,"2020Q4"
"STU002241","Certificate",6,"2018Q2"
"STU002248","Bachelor",14,"2020Q2"
"STU002252","Bachelor",27,"2023Q3"
"STU002253","Associate",8,"2018Q4"
"STU002256","Certificate",5,"2018Q1"
"STU002256","Associate",9,"2019Q1"
"STU002265","Bachelor",23,"2022Q3"
"STU002266","Associate",12,"2019Q4"
"STU002268","Bachelor",16,"2020Q4"
"STU002272","Associate",8,"2018Q4"
"STU002273","Bachelor",16,"2020Q4"
"STU002277","Certificate",7,"2018Q3"
"STU002280","Bachelor",19,"2021Q3"
"STU002283","Bachelor",18,"2021Q2"
"STU002285","Bachelor",22,"2022Q2"
"STU002286","Certificate",6,"2018Q2"
"STU002287","Associate",7,"2018Q3"
"STU002288","Bachelor",17,"2021Q1"
"STU002293","Associate",20,"2021Q4"
"STU002299","Bachelor",16,"2020Q4"
"STU002301","Associate",14,"2020Q2"
"STU002304","Associate",7,"2018Q3"
"STU002304","Bachelor",18,"2021Q2"
"STU002305","Associate",7,"2018Q3"
"STU002305","Bachelor",16,"2020Q4"
"STU002306","Bachelor",15,"2020Q3"
"STU002310","Bachelor",11,"2019Q3"
"STU002312","Certificate",5,"2018Q1"
"STU002312","Associate",8,"2018Q4"
"STU002315","Bachelor",17,"2021Q1"
"STU002317","Bachelor",10,"2019Q2"
"STU002319","Bachelor",29,NA
"STU002320","Certificate",6,"2018Q2"
"STU002323","Bachelor",15,"2020Q3"
"STU002324","Associate",4,"2017Q4"
"STU002326","Bachelor",29,NA
"STU002330","Associate",9,"2019Q1"
"STU002333","Associate",8,"2018Q4"
"STU002333","Bachelor",17,"2021Q1"
"STU002334","Associate",7,"2018Q3"
"STU002334","Bachelor",20,"2021Q4"
"STU002337","Certificate",5,"2018Q1"
"STU002337","Associate",9,"2019Q1"
"STU002338","Bachelor",21,"2022Q1"
"STU002341","Associate",7,"2018Q3"
"STU002343","Associate",8,"2018Q4"
"STU002344","Associate",7,"2018Q3"
"STU002349","Associate",4,"2017Q4"
"STU002354","Bachelor",25,"2023Q1"
"STU002355","Associate",21,"2022Q1"
"STU002359","Bachelor",16,"2020Q4"
"STU002364","Associate",7,"2018Q3"
"STU002364","Bachelor",19,"2021Q3"
"STU002367","Certificate",5,"2018Q1"
"STU002368","Bachelor",17,"2021Q1"
"STU002376","Associate",8,"2018Q4"
"STU002376","Bachelor",16,"2020Q4"
"STU002378","Bachelor",10,"2019Q2"
"STU002379","Certificate",6,"2018Q2"
"STU002379","Associate",10,"2019Q2"
"STU002387","Bachelor",17,"2021Q1"
"STU002393","Bachelor",15,"2020Q3"
"STU002409","Bachelor",15,"2020Q3"
"STU002413","Bachelor",15,"2020Q3"
"STU002414","Bachelor",16,"2020Q4"
"STU002418","Associate",17,"2021Q1"
"STU002418","Bachelor",19,"2021Q3"
"STU002424","Associate",8,"2018Q4"
"STU002425","Bachelor",15,"2020Q3"
"STU002428","Associate",8,"2018Q4"
"STU002428","Bachelor",18,"2021Q2"
"STU002430","Bachelor",26,"2023Q2"
"STU002431","Certificate",7,"2018Q3"
"STU002432","Certificate",5,"2018Q1"
"STU002432","Associate",9,"2019Q1"
"STU002433","Certificate",7,"2018Q3"
"STU002437","Bachelor",18,"2021Q2"
"STU002440","Associate",16,"2020Q4"
"STU002444","Associate",9,"2019Q1"
"STU002445","Bachelor",23,"2022Q3"
"STU002453","Associate",4,"2017Q4"
"STU002458","Certificate",7,"2018Q3"
"STU002461","Certificate",5,"2018Q1"
"STU002463","Associate",8,"2018Q4"
"STU002469","Bachelor",15,"2020Q3"
"STU002473","Bachelor",22,"2022Q2"
"STU002475","Bachelor",21,"2022Q1"
"STU002477","Associate",2,"2017Q2"
"STU002482","Associate",7,"2018Q3"
"STU002485","Certificate",6,"2018Q2"
"STU002488","Certificate",6,"2018Q2"
"STU002488","Associate",9,"2019Q1"
"STU002492","Associate",7,"2018Q3"
"STU002494","Bachelor",15,"2020Q3"
"STU002496","Bachelor",25,"2023Q1"
"STU002497","Certificate",6,"2018Q2"
"STU002504","Associate",9,"2019Q1"
"STU002504","Bachelor",20,"2021Q4"
"STU002505","Bachelor",15,"2020Q3"
"STU002507","Certificate",5,"2018Q1"
"STU002508","Associate",9,"2019Q1"
"STU002509","Bachelor",22,"2022Q2"
"STU002513","Associate",20,"2021Q4"
"STU002514","Associate",8,"2018Q4"
"STU002515","Bachelor",11,"2019Q3"
"STU002517","Bachelor",10,"2019Q2"
"STU002525","Bachelor",26,"2023Q2"
"STU002528","Certificate",5,"2018Q1"
"STU002528","Associate",8,"2018Q4"
"STU002530","Associate",8,"2018Q4"
"STU002531","Bachelor",15,"2020Q3"
"STU002532","Certificate",5,"2018Q1"
"STU002534","Bachelor",22,"2022Q2"
"STU002536","Bachelor",17,"2021Q1"
"STU002538","Associate",18,"2021Q2"
"STU002540","Bachelor",10,"2019Q2"
"STU002542","Bachelor",26,"2023Q2"
"STU002546","Bachelor",15,"2020Q3"
"STU002549","Bachelor",21,"2022Q1"
"STU002553","Bachelor",26,"2023Q2"
"STU002554","Certificate",5,"2018Q1"
"STU002557","Associate",15,"2020Q3"
"STU002558","Associate",2,"2017Q2"
"STU002562","Associate",21,"2022Q1"
"STU002562","Bachelor",22,"2022Q2"
"STU002564","Certificate",6,"2018Q2"
"STU002564","Associate",10,"2019Q2"
"STU002574","Bachelor",15,"2020Q3"
"STU002576","Associate",4,"2017Q4"
"STU002577","Certificate",5,"2018Q1"
"STU002577","Associate",9,"2019Q1"
"STU002578","Bachelor",10,"2019Q2"
"STU002579","Bachelor",11,"2019Q3"
"STU002582","Certificate",5,"2018Q1"
"STU002582","Associate",9,"2019Q1"
"STU002584","Associate",9,"2019Q1"
"STU002585","Bachelor",15,"2020Q3"
"STU002587","Associate",8,"2018Q4"
"STU002587","Bachelor",17,"2021Q1"
"STU002588","Bachelor",16,"2020Q4"
"STU002589","Bachelor",14,"2020Q2"
"STU002590","Associate",19,"2021Q3"
"STU002591","Bachelor",29,NA
"STU002593","Certificate",6,"2018Q2"
"STU002595","Bachelor",29,NA
"STU002597","Bachelor",15,"2020Q3"
"STU002599","Bachelor",16,"2020Q4"
"STU002600","Certificate",6,"2018Q2"
"STU002603","Bachelor",19,"2021Q3"
"STU002608","Associate",9,"2019Q1"
"STU002609","Associate",7,"2018Q3"
"STU002614","Bachelor",22,"2022Q2"
"STU002617","Associate",9,"2019Q1"
"STU002621","Certificate",6,"2018Q2"
"STU002621","Associate",12,"2019Q4"
"STU002624","Associate",8,"2018Q4"
"STU002625","Certificate",8,"2018Q4"
"STU002625","Associate",11,"2019Q3"
"STU002626","Bachelor",15,"2020Q3"
"STU002629","Certificate",4,"2017Q4"
"STU002629","Associate",7,"2018Q3"
"STU002630","Certificate",5,"2018Q1"
"STU002634","Associate",8,"2018Q4"
"STU002639","Bachelor",21,"2022Q1"
"STU002648","Bachelor",15,"2020Q3"
"STU002652","Associate",8,"2018Q4"
"STU002654","Certificate",4,"2017Q4"
"STU002655","Associate",9,"2019Q1"
"STU002658","Certificate",4,"2017Q4"
"STU002659","Certificate",7,"2018Q3"
"STU002660","Bachelor",26,"2023Q2"
"STU002661","Associate",9,"2019Q1"
"STU002662","Bachelor",15,"2020Q3"
"STU002663","Bachelor",16,"2020Q4"
"STU002666","Bachelor",16,"2020Q4"
"STU002668","Bachelor",16,"2020Q4"
"STU002669","Associate",9,"2019Q1"
"STU002670","Bachelor",16,"2020Q4"
"STU002671","Certificate",6,"2018Q2"
"STU002673","Bachelor",16,"2020Q4"
"STU002677","Associate",4,"2017Q4"
"STU002678","Certificate",5,"2018Q1"
"STU002678","Associate",9,"2019Q1"
"STU002680","Certificate",4,"2017Q4"
"STU002680","Associate",7,"2018Q3"
"STU002687","Bachelor",17,"2021Q1"
"STU002688","Certificate",6,"2018Q2"
"STU002688","Associate",10,"2019Q2"
"STU002690","Associate",11,"2019Q3"
"STU002690","Bachelor",19,"2021Q3"
"STU002692","Associate",8,"2018Q4"
"STU002693","Certificate",7,"2018Q3"
"STU002694","Associate",9,"2019Q1"
"STU002697","Associate",2,"2017Q2"
"STU002701","Associate",8,"2018Q4"
"STU002709","Certificate",6,"2018Q2"
"STU002709","Associate",9,"2019Q1"
"STU002726","Bachelor",16,"2020Q4"
"STU002727","Certificate",7,"2018Q3"
"STU002728","Bachelor",24,"2022Q4"
"STU002730","Bachelor",15,"2020Q3"
"STU002736","Associate",9,"2019Q1"
"STU002736","Bachelor",18,"2021Q2"
"STU002739","Associate",9,"2019Q1"
"STU002742","Associate",8,"2018Q4"
"STU002745","Bachelor",16,"2020Q4"
"STU002746","Associate",8,"2018Q4"
"STU002746","Bachelor",17,"2021Q1"
"STU002750","Bachelor",17,"2021Q1"
"STU002752","Bachelor",16,"2020Q4"
"STU002754","Bachelor",15,"2020Q3"
"STU002760","Bachelor",23,"2022Q3"
"STU002763","Associate",7,"2018Q3"
"STU002767","Bachelor",17,"2021Q1"
"STU002768","Bachelor",16,"2020Q4"
"STU002774","Certificate",4,"2017Q4"
"STU002775","Certificate",5,"2018Q1"
"STU002775","Associate",9,"2019Q1"
"STU002776","Associate",19,"2021Q3"
"STU002781","Certificate",6,"2018Q2"
"STU002781","Associate",10,"2019Q2"
"STU002783","Associate",7,"2018Q3"
"STU002786","Bachelor",17,"2021Q1"
"STU002787","Associate",16,"2020Q4"
"STU002793","Bachelor",16,"2020Q4"
"STU002796","Associate",9,"2019Q1"
"STU002798","Associate",9,"2019Q1"
"STU002798","Bachelor",21,"2022Q1"
"STU002800","Certificate",5,"2018Q1"
"STU002803","Bachelor",20,"2021Q4"
"STU002804","Associate",7,"2018Q3"
"STU002806","Associate",3,"2017Q3"
"STU002807","Bachelor",17,"2021Q1"
"STU002809","Bachelor",29,NA
"STU002811","Bachelor",29,NA
"STU002812","Bachelor",16,"2020Q4"
"STU002818","Certificate",6,"2018Q2"
"STU002818","Associate",10,"2019Q2"
"STU002820","Associate",7,"2018Q3"
"STU002820","Bachelor",19,"2021Q3"
"STU002822","Certificate",6,"2018Q2"
"STU002823","Certificate",4,"2017Q4"
"STU002828","Certificate",6,"2018Q2"
"STU002829","Bachelor",16,"2020Q4"
"STU002832","Bachelor",15,"2020Q3"
"STU002835","Bachelor",28,"2023Q4"
"STU002842","Certificate",7,"2018Q3"
"STU002843","Associate",5,"2018Q1"
"STU002845","Bachelor",16,"2020Q4"
"STU002853","Associate",8,"2018Q4"
"STU002856","Bachelor",24,"2022Q4"
"STU002857","Associate",14,"2020Q2"
"STU002859","Associate",8,"2018Q4"
"STU002861","Certificate",7,"2018Q3"
"STU002862","Associate",8,"2018Q4"
"STU002870","Bachelor",16,"2020Q4"
"STU002875","Associate",3,"2017Q3"
"STU002877","Bachelor",26,"2023Q2"
"STU002879","Certificate",6,"2018Q2"
"STU002880","Certificate",5,"2018Q1"
"STU002880","Associate",8,"2018Q4"
"STU002892","Bachelor",22,"2022Q2"
"STU002906","Associate",3,"2017Q3"
"STU002907","Bachelor",24,"2022Q4"
"STU002910","Bachelor",16,"2020Q4"
"STU002912","Certificate",6,"2018Q2"
"STU002912","Associate",10,"2019Q2"
"STU002913","Bachelor",18,"2021Q2"
"STU002915","Associate",7,"2018Q3"
"STU002917","Bachelor",15,"2020Q3"
"STU002925","Bachelor",18,"2021Q2"
"STU002927","Associate",8,"2018Q4"
"STU002927","Bachelor",17,"2021Q1"
"STU002932","Bachelor",16,"2020Q4"
"STU002934","Bachelor",15,"2020Q3"
"STU002935","Associate",7,"2018Q3"
"STU002936","Bachelor",20,"2021Q4"
"STU002937","Bachelor",21,"2022Q1"
"STU002942","Certificate",5,"2018Q1"
"STU002942","Associate",8,"2018Q4"
"STU002944","Bachelor",16,"2020Q4"
"STU002945","Bachelor",18,"2021Q2"
"STU002948","Certificate",5,"2018Q1"
"STU002948","Associate",10,"2019Q2"
"STU002950","Bachelor",15,"2020Q3"
"STU002952","Associate",7,"2018Q3"
"STU002952","Bachelor",17,"2021Q1"
"STU002954","Associate",9,"2019Q1"
"STU002956","Associate",9,"2019Q1"
"STU002958","Associate",19,"2021Q3"
"STU002959","Associate",8,"2018Q4"
"STU002960","Certificate",5,"2018Q1"
"STU002961","Associate",16,"2020Q4"
"STU002962","Bachelor",23,"2022Q3"
"STU002963","Bachelor",28,"2023Q4"
"STU002966","Associate",7,"2018Q3"
"STU002969","Certificate",4,"2017Q4"
"STU002969","Associate",7,"2018Q3"
"STU002971","Bachelor",17,"2021Q1"
"STU002973","Associate",7,"2018Q3"
"STU002976","Associate",21,"2022Q1"
"STU002976","Bachelor",20,"2021Q4"
"STU002979","Bachelor",16,"2020Q4"
"STU002982","Bachelor",15,"2020Q3"
"STU002989","Bachelor",15,"2020Q3"
"STU002990","Associate",9,"2019Q1"
"STU002992","Bachelor",10,"2019Q2"
"STU002993","Bachelor",18,"2021Q2"
"STU002997","Associate",8,"2018Q4"
"STU002998","Certificate",5,"2018Q1"
"STU002998","Associate",9,"2019Q1"
"STU002999","Associate",9,"2019Q1"
"STU003000","Associate",8,"2018Q4"
"STU003002","Bachelor",23,"2022Q3"
"STU003003","Bachelor",16,"2020Q4"
"STU003004","Bachelor",15,"2020Q3"
"STU003005","Certificate",4,"2017Q4"
"STU003006","Bachelor",7,"2018Q3"
"STU003007","Bachelor",17,"2021Q1"
"STU003010","Bachelor",16,"2020Q4"
"STU003013","Associate",8,"2018Q4"
"STU003014","Bachelor",16,"2020Q4"
"STU003016","Certificate",4,"2017Q4"
"STU003016","Associate",7,"2018Q3"
"STU003021","Bachelor",22,"2022Q2"
"STU003022","Bachelor",17,"2021Q1"
"STU003024","Bachelor",15,"2020Q3"
"STU003025","Associate",8,"2018Q4"
"STU003027","Bachelor",17,"2021Q1"
"STU003033","Bachelor",29,NA
"STU003036","Certificate",5,"2018Q1"
"STU003037","Bachelor",26,"2023Q2"
"STU003041","Associate",19,"2021Q3"
"STU003043","Bachelor",29,NA
"STU003050","Bachelor",16,"2020Q4"
"STU003051","Bachelor",16,"2020Q4"
"STU003057","Bachelor",17,"2021Q1"
"STU003061","Certificate",5,"2018Q1"
"STU003061","Associate",9,"2019Q1"
"STU003062","Associate",4,"2017Q4"
"STU003064","Certificate",4,"2017Q4"
"STU003065","Associate",18,"2021Q2"
"STU003066","Certificate",5,"2018Q1"
"STU003068","Certificate",7,"2018Q3"
"STU003078","Bachelor",18,"2021Q2"
"STU003080","Bachelor",17,"2021Q1"
"STU003081","Associate",9,"2019Q1"
"STU003083","Associate",8,"2018Q4"
"STU003085","Certificate",6,"2018Q2"
"STU003085","Associate",10,"2019Q2"
"STU003087","Associate",8,"2018Q4"
"STU003087","Bachelor",18,"2021Q2"
"STU003089","Associate",8,"2018Q4"
"STU003092","Bachelor",17,"2021Q1"
"STU003093","Associate",2,"2017Q2"
"STU003094","Associate",3,"2017Q3"
"STU003098","Bachelor",17,"2021Q1"
"STU003100","Bachelor",15,"2020Q3"
"STU003102","Associate",8,"2018Q4"
"STU003103","Bachelor",16,"2020Q4"
"STU003115","Bachelor",20,"2021Q4"
"STU003117","Bachelor",9,"2019Q1"
"STU003118","Bachelor",16,"2020Q4"
"STU003119","Bachelor",16,"2020Q4"
"STU003124","Certificate",4,"2017Q4"
"STU003125","Bachelor",25,"2023Q1"
"STU003126","Associate",8,"2018Q4"
"STU003126","Bachelor",17,"2021Q1"
"STU003128","Certificate",5,"2018Q1"
"STU003129","Bachelor",16,"2020Q4"
"STU003132","Bachelor",10,"2019Q2"
"STU003134","Bachelor",7,"2018Q3"
"STU003135","Bachelor",17,"2021Q1"
"STU003136","Bachelor",26,"2023Q2"
"STU003137","Bachelor",14,"2020Q2"
"STU003138","Bachelor",24,"2022Q4"
"STU003141","Bachelor",18,"2021Q2"
"STU003143","Bachelor",15,"2020Q3"
"STU003146","Associate",8,"2018Q4"
"STU003150","Bachelor",23,"2022Q3"
"STU003151","Associate",9,"2019Q1"
"STU003151","Bachelor",19,"2021Q3"
"STU003152","Bachelor",27,"2023Q3"
"STU003153","Certificate",6,"2018Q2"
"STU003156","Certificate",6,"2018Q2"
"STU003156","Associate",10,"2019Q2"
"STU003158","Bachelor",20,"2021Q4"
"STU003162","Bachelor",20,"2021Q4"
"STU003163","Bachelor",10,"2019Q2"
"STU003167","Bachelor",18,"2021Q2"
"STU003169","Bachelor",24,"2022Q4"
"STU003174","Associate",15,"2020Q3"
"STU003175","Bachelor",10,"2019Q2"
"STU003177","Associate",21,"2022Q1"
"STU003183","Associate",4,"2017Q4"
"STU003184","Associate",9,"2019Q1"
"STU003185","Certificate",6,"2018Q2"
"STU003188","Associate",7,"2018Q3"
"STU003191","Bachelor",7,"2018Q3"
"STU003192","Bachelor",15,"2020Q3"
"STU003195","Associate",2,"2017Q2"
"STU003200","Bachelor",16,"2020Q4"
"STU003202","Bachelor",29,NA
"STU003206","Certificate",6,"2018Q2"
"STU003206","Associate",10,"2019Q2"
"STU003211","Certificate",6,"2018Q2"
"STU003212","Associate",8,"2018Q4"
"STU003212","Bachelor",18,"2021Q2"
"STU003213","Bachelor",22,"2022Q2"
"STU003216","Associate",18,"2021Q2"
"STU003221","Bachelor",17,"2021Q1"
"STU003223","Certificate",7,"2018Q3"
"STU003228","Bachelor",27,"2023Q3"
"STU003229","Bachelor",9,"2019Q1"
"STU003232","Bachelor",15,"2020Q3"
"STU003234","Associate",3,"2017Q3"
"STU003236","Bachelor",17,"2021Q1"
"STU003239","Certificate",6,"2018Q2"
"STU003239","Associate",11,"2019Q3"
"STU003245","Bachelor",28,"2023Q4"
"STU003246","Associate",17,"2021Q1"
"STU003250","Bachelor",27,"2023Q3"
"STU003252","Associate",18,"2021Q2"
