"student_id","cohort_hs_grad","sex","race_ethnicity","rural_flag","first_gen","iep_flag","ell_flag","frpl.x","hs_gpa","frpl.y","dual_credit_flag","hs_diploma_type","any_credential","earned_certificate","earned_associate","earned_bachelor","ever_employed","pct_qtrs_employed","avg_quarterly_wage","stably_employed","annual_wages_2023"
"STU000486",2016,"Male","White",0,1,1,0,1,2.4209351387588,1,1,"Standard",0,0,0,0,1,0.714285714285714,11303.75,1,40999
"STU000487",2016,"Female","White",0,0,0,0,0,2.42602634874722,0,0,"Standard",1,0,0,1,1,0.607142857142857,13583.3529411765,1,75719
"STU000488",2016,"Female","White",0,0,0,1,0,4,0,0,"Advanced",0,0,0,0,1,0.571428571428571,8425.25,1,44449
"STU000489",2016,"Female","White",0,1,0,1,1,NA,1,0,"NonCompletion",1,0,0,1,1,0.571428571428571,12788.6875,0,0
"STU000490",2016,"Female","White",0,0,1,0,0,3.23992414146966,0,0,"Standard",1,0,0,1,1,0.392857142857143,13770.6363636364,0,43978
"STU000491",2016,"Male","White",1,1,0,0,0,3.62588954286259,0,0,"Advanced",1,1,1,0,1,0.464285714285714,15325,0,42368
"STU000492",2016,"Male","Black",0,1,0,0,0,2.91982505262455,0,0,"Standard",1,0,0,1,1,0.285714285714286,14021,0,14249
"STU000493",2016,"Male","Asian",0,1,0,0,1,3.32323823254571,1,1,"Standard",1,0,1,0,0,0,NA,0,0
"STU000494",2016,"Female","White",0,0,0,0,0,3.10387448129194,0,1,"Standard",1,0,0,1,1,0.428571428571429,19735.5,0,50174
"STU000495",2016,"Female","Black",0,0,0,0,1,2.22624760404057,1,0,"Standard",0,0,0,0,1,0.714285714285714,14243.65,1,67116
"STU000496",2016,"Female","White",0,0,0,0,0,2.3757870070332,0,0,"Standard",0,0,0,0,1,0.714285714285714,8520.2,0,17565
"STU000497",2016,"Female","MultiRacial",0,1,0,0,0,2.43314505321818,0,0,"Standard",0,0,0,0,1,0.571428571428571,9931.5625,1,47088
"STU000498",2016,"Female","White",0,0,0,0,0,2.00028156920549,0,0,"Standard",1,0,0,1,1,0.0714285714285714,8391.5,0,16783
"STU000499",2016,"Female","White",1,1,0,0,0,3.29043022866979,0,0,"Standard",1,0,0,1,1,0.25,6733.57142857143,0,17809
"STU000500",2016,"Female","Other",0,0,0,0,0,3.49032729331807,0,0,"Standard",1,0,0,1,1,0.107142857142857,14603.6666666667,0,43811
"STU000501",2016,"Male","Hispanic",1,0,1,0,0,2.24208382761842,0,0,"Standard",0,0,0,0,1,0.464285714285714,10598.1538461538,0,22188
"STU000502",2016,"Female","Hispanic",0,1,0,0,0,2.12126681046867,0,0,"Standard",0,0,0,0,1,0.642857142857143,13939.0555555556,0,16815
"STU000503",2016,"Male","White",1,0,1,0,1,3.09353002039937,1,0,"NonCompletion",0,0,0,0,1,0.607142857142857,12536,0,9578
"STU000504",2016,"Male","Black",0,0,1,0,1,2.80961383064924,1,0,"Standard",0,0,0,0,1,0.178571428571429,15244.4,0,27696
"STU000505",2016,"Female","Hispanic",0,0,0,0,1,2.76451733805197,1,0,"Standard",0,0,0,0,1,0.5,12691.9285714286,0,33484
"STU000506",2016,"Female","Hispanic",0,1,0,0,1,3.31511801640583,1,1,"Standard",1,0,0,1,0,0,NA,0,0
"STU000507",2016,"Female","White",0,1,0,0,1,2.28323145953277,1,0,"Standard",0,0,0,0,1,0.25,13760,0,15351
"STU000508",2016,"Female","White",1,0,0,1,0,3.18545406773866,0,0,"Standard",1,0,0,1,1,0.321428571428571,11150.5555555556,0,42405
"STU000509",2016,"NonBinary_Other","White",1,1,0,0,1,3.31832403310119,1,0,"Standard",1,0,1,1,1,0.25,10616.4285714286,0,17303
"STU000510",2016,"Female","Black",0,1,0,0,0,2.48448889195278,0,1,"Standard",0,0,0,0,1,0.642857142857143,10252.7222222222,0,23336
"STU000511",2016,"Male","White",1,0,0,0,1,2.28010960606474,1,0,"Standard",0,0,0,0,1,0.678571428571429,10425.9473684211,0,29532
"STU000512",2016,"Female","Other",0,0,0,0,1,2.59370240763311,1,0,"Standard",0,0,0,0,1,0.714285714285714,11764.5,0,18879
"STU000513",2016,"Male","White",0,1,0,0,0,2.5303520211733,0,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000514",2016,"Female","White",0,1,0,0,1,2.06198752235876,1,0,"Standard",1,0,1,0,1,0.714285714285714,14460.65,1,73273
"STU000515",2016,"Female","White",1,0,1,0,0,2.59704784759097,0,0,"Standard",1,0,1,0,1,0.607142857142857,9407.76470588235,1,48991
"STU000516",2016,"Male","Black",0,0,0,0,1,2.91087496138657,1,0,"Standard",0,0,0,0,1,0.392857142857143,11489.4545454545,0,49958
"STU000517",2016,"Male","White",0,1,0,0,0,3.14555287077184,0,0,"Standard",1,1,0,0,1,0.821428571428571,19316.8695652174,1,77751
"STU000518",2016,"Male","Hispanic",0,0,0,0,0,3.088799581046,0,0,"Standard",0,0,0,0,1,0.428571428571429,8103.66666666667,0,21243
"STU000519",2016,"Male","MultiRacial",0,0,0,0,0,2.23065926256146,0,1,"Standard",0,0,0,0,1,0.642857142857143,9982.27777777778,1,58497
"STU000520",2016,"Female","White",1,1,0,0,1,2.4343645594786,1,0,"Standard",0,0,0,0,1,0.428571428571429,12773.9166666667,0,14310
"STU000521",2016,"Female","White",0,1,1,1,0,2.7308942080023,0,1,"Standard",0,0,0,0,1,0.714285714285714,12462.9,0,26810
"STU000522",2016,"Female","Hispanic",0,0,0,1,0,NA,0,0,"NonCompletion",1,1,1,0,1,0.357142857142857,18380.4,0,0
"STU000523",2016,"Female","Hispanic",0,1,0,0,0,2.83220430287714,0,0,"Standard",1,0,1,0,0,0,NA,0,0
"STU000524",2016,"Male","White",0,1,0,0,0,2.31449553033033,0,0,"Standard",0,0,0,0,1,0.214285714285714,8821.5,0,8861
"STU000525",2016,"Female","Black",0,1,0,0,0,2.61996620116755,0,0,"Standard",0,0,0,0,1,0.428571428571429,9958.66666666667,0,9873
"STU000526",2016,"Female","Hispanic",0,0,0,0,1,2.0921228522672,1,0,"Standard",0,0,0,0,0,0,NA,0,0
"STU000527",2016,"Male","Hispanic",0,0,0,0,1,1.60948794688367,1,0,"Standard",0,0,0,0,1,0.714285714285714,12635.9,0,25275
"STU000528",2016,"Female","Hispanic",1,0,0,0,1,2.42030947269665,1,0,"Standard",0,0,0,0,1,0.285714285714286,14620,0,0
"STU000529",2016,"Male","White",0,0,0,1,1,2.97988191961088,1,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000530",2016,"Female","Asian",0,0,0,1,1,NA,1,0,"NonCompletion",1,0,1,0,1,0.642857142857143,12038.7777777778,1,73237
"STU000531",2016,"Female","White",0,1,0,1,1,2.96737957443069,1,0,"Standard",0,0,0,0,1,0.535714285714286,15244.0666666667,0,11938
"STU000532",2016,"Male","Asian",0,1,0,0,1,3.44993977088923,1,1,"Standard",1,0,1,0,1,0.964285714285714,15613.3703703704,0,57223
"STU000533",2016,"Male","Black",0,0,0,0,0,3.86757346121296,0,0,"Advanced",1,0,0,1,1,0.428571428571429,13090.8333333333,0,48886
"STU000534",2016,"Male","Black",0,1,0,0,0,2.07896220183565,0,0,"Standard",0,0,0,0,1,0.535714285714286,9948.26666666667,0,29409
"STU000535",2016,"Male","Asian",0,0,0,1,0,3.51781803538248,0,0,"Advanced",1,0,0,1,1,0.607142857142857,15795,0,13420
"STU000536",2016,"Female","White",1,1,0,0,0,3.04930607607914,0,0,"Standard",0,0,0,0,1,0.785714285714286,8172.63636363636,1,44821
"STU000537",2016,"Female","Black",0,0,0,0,1,2.23647553041409,1,0,"Standard",1,0,1,1,0,0,NA,0,0
"STU000538",2016,"Male","MultiRacial",1,1,1,0,0,2.96985318401089,0,0,"Standard",1,0,0,1,1,0.0357142857142857,42900,0,0
"STU000539",2016,"Male","MultiRacial",0,1,0,0,1,2.80039711958204,1,0,"Standard",0,0,0,0,1,0.785714285714286,10564.3181818182,1,47298
"STU000540",2016,"Female","Hispanic",1,0,0,0,1,3.26968348520113,1,0,"Standard",1,0,0,1,1,0.464285714285714,15423.0769230769,0,27125
"STU000541",2016,"Female","White",1,0,0,0,0,3.92858962792534,0,0,"Advanced",1,0,0,1,1,0.642857142857143,17959.7777777778,1,85727
"STU000542",2016,"Male","Hispanic",0,1,0,0,1,2.2790765295409,1,0,"Standard",1,1,0,0,1,0.5,22713,0,88914
"STU000543",2016,"Female","MultiRacial",1,0,0,0,0,1.85171304905192,0,0,"Standard",1,0,1,1,1,0.321428571428571,18412.3333333333,0,62296
"STU000544",2016,"Male","Black",1,1,0,0,1,2.80629085568704,1,0,"Standard",0,0,0,0,1,0.321428571428571,10320.5555555556,0,42261
"STU000545",2016,"Female","Black",0,0,0,1,1,1.98989949449531,1,0,"Standard",1,0,0,1,1,0.464285714285714,13357.6923076923,0,26273
"STU000546",2016,"Female","Hispanic",0,0,0,0,1,3.48626651210233,1,1,"Standard",1,0,0,1,1,0.214285714285714,19968.6666666667,0,11933
"STU000547",2016,"Female","AmericanIndian",1,0,0,0,0,2.82927720803708,0,0,"Standard",0,0,0,0,1,0.75,10558.4285714286,0,31815
"STU000548",2016,"Male","Other",0,0,0,0,0,2.97891541726099,0,1,"Standard",1,0,0,1,1,0.535714285714286,13766.2666666667,0,66479
"STU000549",2016,"Female","Hispanic",0,1,0,0,1,2.40366370265627,1,0,"NonCompletion",0,0,0,0,1,0.5,12558.3571428571,0,44889
"STU000550",2016,"Female","White",1,1,0,0,0,2.21847315447149,0,0,"Standard",0,0,0,0,1,0.607142857142857,9834.47058823529,0,21756
"STU000551",2016,"Male","Hispanic",0,0,0,0,0,1.97960776145772,0,0,"NonCompletion",0,0,0,0,1,0.785714285714286,12879.8636363636,0,53706
"STU000552",2016,"Female","White",1,0,0,0,0,3.1328638468075,0,0,"Standard",0,0,0,0,1,0.785714285714286,11488.3181818182,0,30742
"STU000553",2016,"Female","Black",0,1,0,0,1,2.63962877786403,1,0,"NonCompletion",0,0,0,0,1,0.357142857142857,11488.2,0,45368
"STU000554",2016,"Female","Black",1,0,0,0,0,2.27246766611604,0,0,"Standard",0,0,0,0,1,0.607142857142857,9778.29411764706,1,47220
"STU000555",2016,"Female","Black",0,1,0,0,0,2.04198635204779,0,1,"NonCompletion",0,0,0,0,1,0.75,9044.14285714286,1,41517
"STU000556",2016,"Female","AmericanIndian",0,0,0,0,0,3.2356304539712,0,0,"Standard",0,0,0,0,1,0.535714285714286,12947,0,35560
"STU000557",2016,"Male","Hispanic",0,0,0,0,0,2.24225357691765,0,0,"Standard",0,0,0,0,1,0.714285714285714,9134.6,1,50210
"STU000558",2016,"Male","Hispanic",0,0,0,0,0,2.46185314349991,0,0,"Standard",0,0,0,0,1,0.392857142857143,9635.90909090909,0,0
"STU000559",2016,"Female","MultiRacial",0,0,0,0,0,2.48965120111688,0,0,"Standard",0,0,0,0,1,0.75,12394.1904761905,1,50445
"STU000560",2016,"Male","Hispanic",0,0,0,0,1,2.88406065875712,1,0,"Standard",1,0,1,1,1,0.428571428571429,14725.25,0,51895
"STU000561",2016,"Female","White",0,0,1,0,0,2.11886967604384,0,0,"Standard",0,0,0,0,1,0.928571428571429,11599.9615384615,1,55039
"STU000562",2016,"Male","White",1,1,1,0,1,2.62773820905533,1,0,"Standard",0,0,0,0,1,0.285714285714286,14350.75,0,0
"STU000563",2016,"Female","White",0,1,0,0,0,3.77378367763739,0,0,"Advanced",1,0,0,1,1,0.785714285714286,17378.3636363636,0,37654
"STU000564",2016,"Male","White",0,0,0,0,0,2.33595411363964,0,0,"Standard",0,0,0,0,1,0.571428571428571,7341.25,0,14770
"STU000565",2016,"Female","Black",0,1,0,0,0,3.34117847151006,0,0,"Standard",1,1,1,0,1,0.142857142857143,17349,0,52431
"STU000566",2016,"Female","White",0,1,1,0,0,2.73317158903246,0,1,"Standard",1,0,1,0,1,0.25,12067.4285714286,0,11902
"STU000567",2016,"Female","White",0,0,0,0,1,2.27371021816173,1,1,"Standard",0,0,0,0,1,0.464285714285714,10977.2307692308,1,49037
"STU000568",2016,"Male","Hispanic",0,1,0,0,1,2.43986333897261,1,0,"Standard",0,0,0,0,1,0.75,10217.7619047619,0,30628
"STU000569",2016,"Male","Asian",0,0,0,0,0,2.94091452269014,0,0,"Standard",0,0,0,0,1,0.892857142857143,12121.36,1,55270
"STU000570",2016,"Female","White",1,1,0,0,0,2.32231069799148,0,0,"NonCompletion",0,0,0,0,1,0.928571428571429,10371.7307692308,1,45363
"STU000571",2016,"NonBinary_Other","Asian",1,0,0,0,0,3.47653117866575,0,0,"Standard",1,0,0,1,1,0.5,16761.1428571429,1,68243
"STU000572",2016,"Male","White",0,0,0,0,0,2.41168357583878,0,0,"Standard",0,0,0,0,1,0.571428571428571,12376.5625,0,11743
"STU000573",2016,"Male","Hispanic",0,1,0,0,1,2.42965689032436,1,0,"Standard",1,0,0,1,1,0.535714285714286,10541.2,0,35392
"STU000574",2016,"Male","White",1,0,0,0,1,3.45796127225401,1,0,"Standard",0,0,0,0,1,0.107142857142857,11972.3333333333,0,12766
"STU000575",2016,"Female","White",0,1,0,0,0,2.74100169485393,0,1,"Standard",0,0,0,0,1,0.785714285714286,11594.8636363636,1,57213
"STU000576",2016,"Female","Asian",1,0,0,0,1,3.73298796317156,1,0,"Advanced",1,0,1,0,1,0.535714285714286,13495.4666666667,0,28648
"STU000577",2016,"Male","Asian",0,1,0,0,0,3.50168628901513,0,1,"Advanced",1,0,0,1,1,0.571428571428571,23871.4375,1,122292
"STU000578",2016,"Male","White",0,1,1,0,0,3.15385242462757,0,1,"Standard",1,0,0,1,1,0.25,5884.14285714286,0,10482
"STU000579",2016,"Female","White",1,1,0,0,1,2.34564095499019,1,0,"Standard",0,0,0,0,1,0.357142857142857,12117.7,0,24673
"STU000580",2016,"Male","AmericanIndian",1,0,0,1,1,1.58843723437153,1,0,"Standard",0,0,0,0,1,0.428571428571429,11561.8333333333,0,0
"STU000581",2016,"Male","White",0,1,0,0,1,2.32259611580449,1,0,"Standard",0,0,0,0,1,0.607142857142857,14139.2352941176,1,73751
"STU000582",2016,"Male","White",0,0,0,0,0,3.29892142202337,0,1,"Standard",0,0,0,0,1,0.428571428571429,7658.83333333333,0,22163
"STU000583",2016,"Male","MultiRacial",0,1,1,0,1,2.6416331970881,1,0,"Standard",1,0,0,1,1,0.428571428571429,8356.66666666667,0,12136
"STU000584",2016,"Female","White",0,0,1,1,0,2.97456031540697,0,1,"Standard",0,0,0,0,0,0,NA,0,0
"STU000585",2016,"Male","White",0,0,0,0,1,2.92696406035484,1,0,"Standard",0,0,0,0,1,0.535714285714286,12333.2666666667,1,56008
"STU000586",2016,"Female","White",0,1,0,0,0,2.23387711581986,0,1,"Standard",0,0,0,0,1,0.535714285714286,12527.9333333333,0,20999
"STU000587",2016,"Female","White",0,0,0,0,0,2.42597761263949,0,1,"Standard",0,0,0,0,1,0.464285714285714,11718.0769230769,0,12336
"STU000588",2016,"Female","White",0,0,0,0,1,3.96057318966211,1,1,"Advanced",1,0,0,1,1,0.535714285714286,17508.8666666667,0,0
"STU000589",2016,"Female","White",0,0,0,0,1,2.45447448861817,1,0,"Standard",0,0,0,0,1,0.392857142857143,11292.4545454545,0,0
"STU000590",2016,"Male","White",0,1,0,0,1,3.42298314505019,1,1,"Standard",0,0,0,0,1,0.607142857142857,12171.4117647059,1,69828
"STU000591",2016,"Male","White",1,0,0,0,1,2.36924786819121,1,0,"Standard",0,0,0,0,1,0.857142857142857,11758.9583333333,0,23855
"STU000592",2016,"Female","White",0,1,0,0,0,3.74683948336532,0,1,"Advanced",1,0,0,1,1,0.321428571428571,20824.6666666667,0,0
"STU000593",2016,"Female","White",0,0,0,0,1,3.55048311504946,1,0,"Advanced",1,0,0,1,1,0.607142857142857,14194.7058823529,0,36593
"STU000594",2016,"Female","White",0,1,0,0,0,3.30904142107468,0,1,"Standard",0,0,0,0,1,0.535714285714286,18576.1333333333,0,72145
"STU000595",2016,"Female","Asian",0,0,0,0,0,3.43609081866065,0,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000596",2016,"Male","White",0,0,0,0,1,2.24665539575121,1,0,"NonCompletion",0,0,0,0,1,0.785714285714286,11670.1363636364,0,14411
"STU000597",2016,"Male","MultiRacial",1,0,0,0,0,3.04469508601415,0,0,"Standard",1,1,0,0,0,0,NA,0,0
"STU000598",2016,"Male","White",1,1,1,0,0,2.68503726695833,0,0,"Standard",0,0,0,0,1,0.678571428571429,12038.9473684211,0,33066
"STU000599",2016,"Male","White",0,1,0,0,1,2.56492254989571,1,0,"Standard",0,0,0,0,1,0.642857142857143,7994.5,0,19062
"STU000600",2016,"Male","White",0,0,1,1,0,3.20475486080957,0,1,"Standard",1,0,1,0,1,0.678571428571429,17143.8421052632,0,52190
"STU000601",2016,"Female","Hispanic",0,0,0,0,1,2.97710708974718,1,1,"NonCompletion",0,0,0,0,1,0.571428571428571,11878.1875,0,0
"STU000602",2016,"Male","White",0,1,0,0,1,3.00866245581666,1,0,"Standard",0,0,0,0,1,0.285714285714286,8148.5,0,20977
"STU000603",2016,"Male","Hispanic",0,0,0,0,0,2.55000051767975,0,0,"Standard",0,0,0,0,1,0.535714285714286,10669.5333333333,1,52297
"STU000604",2016,"Male","White",1,1,0,0,0,3.24885016085655,0,0,"Standard",0,0,0,0,1,0.892857142857143,11576.72,0,44082
"STU000605",2016,"Male","White",1,0,0,1,0,2.19499484848431,0,0,"Standard",0,0,0,0,1,0.642857142857143,8212.38888888889,1,33057
"STU000606",2016,"NonBinary_Other","Black",0,0,0,0,1,3.60948238202022,1,1,"Advanced",1,0,1,0,1,0.428571428571429,19155.3333333333,1,87253
"STU000607",2016,"Male","Hispanic",1,0,0,0,1,2.81822049682602,1,0,"Standard",1,0,0,1,1,0.428571428571429,9303.25,0,0
"STU000608",2016,"Male","Black",0,0,0,0,1,3.37625420211209,1,0,"Standard",0,0,0,0,1,0.357142857142857,14305.7,0,33599
"STU000609",2016,"Female","Black",0,1,0,0,0,3.06419451817015,0,0,"Standard",0,0,0,0,1,0.0357142857142857,31860,0,31860
"STU000610",2016,"Female","Hispanic",1,1,1,0,1,3.39758652692479,1,0,"Standard",1,0,0,1,1,0.714285714285714,17130.9,1,80142
"STU000611",2016,"Male","Hispanic",1,1,0,0,0,3.2781177321211,0,1,"Standard",1,0,0,1,1,0.0714285714285714,23647.5,0,47295
"STU000612",2016,"Male","White",0,0,0,0,1,2.62897537766319,1,0,"Standard",1,0,1,0,1,0.321428571428571,12087.6666666667,0,40022
"STU000613",2016,"Male","Asian",0,0,0,0,0,2.47778165192325,0,0,"Standard",0,0,0,0,1,0.464285714285714,9002.23076923077,0,36753
"STU000614",2016,"Male","Asian",0,0,0,0,0,3.17750749869986,0,0,"Standard",1,0,0,1,1,0.464285714285714,21397.2307692308,0,63628
"STU000615",2016,"Male","White",1,0,0,0,0,2.2008360010571,0,0,"Standard",0,0,0,0,1,0.678571428571429,9928.78947368421,0,25962
"STU000616",2016,"Male","White",0,0,0,0,0,2.82353361422776,0,0,"Standard",1,1,0,0,1,0.857142857142857,12376.125,1,50423
"STU000617",2016,"Male","Hispanic",0,1,0,0,0,2.63658929662356,0,0,"Standard",0,0,0,0,1,0.607142857142857,9445.88235294118,0,25899
"STU000618",2016,"Male","Asian",0,0,0,0,0,3.25829439106906,0,0,"Standard",0,0,0,0,1,0.464285714285714,10700.0769230769,0,15734
"STU000619",2016,"Male","White",1,0,0,1,0,2.87393785425415,0,0,"Standard",0,0,0,0,1,0.642857142857143,9990.44444444445,0,44369
"STU000620",2016,"Female","White",0,0,0,0,1,2.40813664239321,1,0,"NonCompletion",0,0,0,0,1,0.607142857142857,10640.7058823529,0,20760
"STU000621",2016,"Male","MultiRacial",1,0,0,0,1,2.01006695561437,1,0,"Standard",0,0,0,0,1,0.642857142857143,13379.1111111111,1,50311
"STU000622",2016,"Male","Hispanic",0,1,0,0,0,2.26252176318099,0,0,"Standard",0,0,0,0,1,0.678571428571429,12350.9473684211,0,14668
"STU000623",2016,"NonBinary_Other","Hispanic",1,0,0,0,1,2.03705569386951,1,0,"Standard",0,0,0,0,1,0.428571428571429,8987.66666666667,0,0
"STU000624",2016,"Male","Hispanic",1,1,0,0,1,2.64902935297873,1,0,"Standard",0,0,0,0,1,0.357142857142857,13700.3,0,13668
"STU000625",2016,"Female","White",0,0,1,0,1,2.08471206786938,1,0,"Standard",0,0,0,0,1,0.642857142857143,9842.55555555555,0,33846
"STU000626",2016,"Female","Hispanic",0,1,0,0,1,2.47925767046943,1,0,"Standard",1,1,1,0,1,0.607142857142857,18230.8823529412,0,41282
"STU000627",2016,"Female","White",0,1,0,0,1,3.46434609588467,1,0,"Standard",0,0,0,0,1,0.535714285714286,10156.7333333333,0,41682
"STU000628",2016,"Female","White",0,0,0,0,1,3.17215533652432,1,0,"NonCompletion",0,0,0,0,1,0.642857142857143,11782.6111111111,0,37854
"STU000629",2016,"Male","Black",0,0,0,0,0,1.56365952222503,0,0,"Standard",0,0,0,0,1,0.785714285714286,10803.9545454545,1,45055
"STU000630",2016,"Female","White",1,0,1,0,0,2.96497533814986,0,0,"Standard",1,0,1,1,1,0.392857142857143,9924.54545454545,0,0
"STU000631",2016,"Female","White",0,1,0,0,0,3.31579623153027,0,1,"Standard",1,0,0,1,1,0.285714285714286,12437.875,0,43063
"STU000632",2016,"NonBinary_Other","White",1,0,1,0,1,2.75503657066974,1,0,"Standard",1,0,1,1,1,0.214285714285714,16488.8333333333,0,48315
"STU000633",2016,"Male","AmericanIndian",0,1,0,0,1,2.06308971734731,1,0,"Standard",0,0,0,0,1,0.321428571428571,13061.5555555556,0,27601
"STU000634",2016,"Female","MultiRacial",0,0,0,0,0,3.12426223924298,0,0,"Standard",1,0,0,1,0,0,NA,0,0
"STU000635",2016,"Male","White",1,0,0,0,0,2.41120784437514,0,0,"Standard",0,0,0,0,1,0.214285714285714,9686,0,10738
"STU000636",2016,"Female","Hispanic",1,0,0,0,1,3.3403663331818,1,0,"Standard",0,0,0,0,1,0.142857142857143,21528.75,0,59319
"STU000637",2016,"Female","Hispanic",0,0,0,0,1,3.39522584936477,1,0,"Standard",0,0,0,0,1,0.678571428571429,10254.5263157895,1,48944
"STU000638",2016,"Female","Black",0,1,0,0,1,2.06384962887825,1,0,"Standard",0,0,0,0,1,0.25,7563.14285714286,0,0
"STU000639",2016,"Male","Black",0,1,0,0,1,2.53257588059879,1,1,"Standard",0,0,0,0,1,0.75,11905.1428571429,1,52157
"STU000640",2016,"Male","Hispanic",0,0,0,0,1,1.87395155548389,1,0,"Standard",0,0,0,0,1,0.571428571428571,12776.5,1,58247
"STU000641",2016,"Female","White",0,0,1,0,0,NA,0,0,"Standard",1,1,1,0,1,0.607142857142857,13207.8823529412,0,59744
"STU000642",2016,"Male","Hispanic",1,0,0,0,1,2.37109480665423,1,0,"Standard",1,0,0,1,1,0.571428571428571,12908.0625,0,55847
"STU000643",2016,"Male","White",1,1,0,0,0,3.78436663927332,0,0,"Advanced",0,0,0,0,1,0.321428571428571,12061.7777777778,0,55982
"STU000644",2016,"Male","Hispanic",1,0,0,0,1,2.59260821987161,1,0,"Standard",0,0,0,0,1,0.678571428571429,10492.4210526316,0,34478
"STU000645",2016,"Female","Hispanic",1,1,0,0,0,1.15931868253259,0,0,"Standard",0,0,0,0,1,0.5,12135.1428571429,0,17415
"STU000646",2016,"Female","White",0,0,0,0,0,2.83317836344131,0,0,"Standard",0,0,0,0,1,0.321428571428571,12036.5555555556,0,35045
"STU000647",2016,"Male","AmericanIndian",0,0,0,0,0,2.35642187383194,0,0,"Standard",1,0,1,0,1,0.428571428571429,17006,0,63742
"STU000648",2016,"Female","MultiRacial",1,0,0,0,1,2.38512880388089,1,0,"Standard",0,0,0,0,1,0.714285714285714,13893.7,1,66170
"STU000649",2016,"Male","Hispanic",0,1,1,0,0,2.01583530007834,0,0,"Standard",0,0,0,0,1,0.464285714285714,10499.0769230769,0,0
"STU000650",2016,"Female","Black",0,0,0,0,0,2.45318459154369,0,0,"Standard",0,0,0,0,1,0.5,10679.7857142857,0,18771
"STU000651",2016,"Male","White",0,0,0,0,1,2.03945740142301,1,0,"Standard",0,0,0,0,1,0.678571428571429,8840.63157894737,0,26756
"STU000652",2016,"Female","MultiRacial",0,0,0,0,0,3.09349762840079,0,0,"Standard",1,0,1,0,1,0.392857142857143,14270.9090909091,0,0
"STU000653",2016,"NonBinary_Other","White",1,1,0,0,0,2.11441172399882,0,0,"Standard",0,0,0,0,1,0.75,11620.2380952381,0,0
"STU000654",2016,"Male","Hispanic",1,0,1,0,1,2.58630084327089,1,0,"Standard",0,0,0,0,1,0.75,9206.71428571429,1,44531
"STU000655",2016,"Female","White",1,1,0,0,0,NA,0,0,"NonCompletion",1,0,0,1,1,0.321428571428571,14489.6666666667,0,0
"STU000656",2016,"Male","Hispanic",0,0,0,0,1,2.35582148757653,1,0,"Standard",0,0,0,0,1,0.535714285714286,9781.6,1,52256
"STU000657",2016,"Male","White",0,1,0,0,1,2.49418823899662,1,0,"Standard",0,0,0,0,1,0.607142857142857,10208.5294117647,0,24445
"STU000658",2016,"Male","Asian",0,0,0,1,1,2.52052953751583,1,0,"Standard",0,0,0,0,1,0.571428571428571,11291.4375,1,48101
"STU000659",2016,"Female","White",0,0,1,0,0,2.11816214723196,0,0,"Standard",0,0,0,0,1,0.5,15623.8571428571,0,15441
"STU000660",2016,"Female","White",1,1,1,0,1,2.76310762160441,1,0,"Standard",1,0,1,0,1,0.535714285714286,10122.9333333333,0,27287
"STU000661",2016,"Male","Black",0,0,0,0,1,1.530824167286,1,0,"NonCompletion",0,0,0,0,1,0.607142857142857,7890.41176470588,0,25692
"STU000662",2016,"Male","White",0,0,0,0,1,2.12810084517636,1,0,"Standard",0,0,0,0,1,0.607142857142857,7904.64705882353,0,0
"STU000663",2016,"Male","Hispanic",0,0,1,0,1,2.2813513784278,1,0,"Standard",0,0,0,0,1,0.75,11057.619047619,0,33965
"STU000664",2016,"Female","White",0,1,0,0,0,3.22733712840354,0,1,"Standard",0,0,0,0,1,0.75,10395.8571428571,1,48308
"STU000665",2016,"Female","White",0,0,0,0,1,2.7141048086471,1,0,"Standard",1,0,1,0,0,0,NA,0,0
"STU000666",2016,"Male","White",1,0,1,0,0,2.23715002076232,0,0,"Standard",0,0,0,0,1,0.642857142857143,12600.6666666667,0,40787
"STU000667",2016,"Female","MultiRacial",0,0,0,0,0,NA,0,0,"NonCompletion",1,0,0,1,1,0.535714285714286,23531.5333333333,0,90243
"STU000668",2016,"Female","White",1,0,0,0,0,3.30054281845219,0,1,"Standard",1,0,0,1,1,0.321428571428571,7619.22222222222,0,40538
"STU000669",2016,"Female","White",1,0,0,0,1,2.1329822859265,1,0,"Standard",0,0,0,0,1,0.5,8444,0,26911
"STU000670",2016,"NonBinary_Other","AmericanIndian",1,0,0,0,1,2.75722516916527,1,0,"Standard",1,1,1,0,1,0.142857142857143,15415,1,61660
"STU000671",2016,"Female","Asian",0,1,0,0,0,3.63881581791409,0,0,"Advanced",1,0,0,1,1,0.5,20372.6428571429,1,104870
"STU000672",2016,"Female","Asian",1,1,0,0,0,2.53485927048563,0,0,"Standard",0,0,0,0,1,0.607142857142857,10675.3529411765,1,47425
"STU000673",2016,"Female","White",0,0,0,1,0,3.42425310347243,0,0,"Standard",1,0,0,1,1,0.535714285714286,11178.8,1,67222
"STU000674",2016,"Female","White",0,1,0,0,0,2.81259287896226,0,0,"Standard",0,0,0,0,1,0.464285714285714,7577.84615384615,0,9657
"STU000675",2016,"Male","Black",0,1,0,0,1,2.73323044872221,1,0,"Standard",1,1,1,0,1,0.0714285714285714,20996,0,41992
