"student_id","cohort_hs_grad","sex","race_ethnicity","rural_flag","first_gen","iep_flag","ell_flag","frpl"
"STU001298",2016,"Male","AmericanIndian",0,0,0,0,0
"STU001299",2016,"Female","White",0,1,0,0,0
"STU001300",2016,"Female","White",0,0,0,0,1
"STU001301",2016,"Male","White",0,0,0,0,0
"STU001302",2016,"Male","Black",0,1,0,0,1
"STU001303",2016,"NonBinary_Other","MultiRacial",0,1,1,0,0
"STU001304",2016,"Male","White",0,1,0,1,1
"STU001305",2016,"Male","Black",0,1,0,0,1
"STU001306",2016,"Female","Hispanic",1,0,1,0,1
"STU001307",2016,"Male","White",0,0,0,0,0
"STU001308",2016,"Female","Black",0,0,1,0,0
"STU001309",2016,"Female","AmericanIndian",0,0,0,1,1
"STU001310",2016,"Male","Hispanic",1,0,0,0,1
"STU001311",2016,"Male","White",0,0,1,0,0
"STU001312",2016,"Female","White",1,0,0,0,0
"STU001313",2016,"Male","White",0,0,1,0,0
"STU001314",2016,"Male","Black",0,0,1,0,1
"STU001315",2016,"Male","Asian",0,1,0,0,0
"STU001316",2016,"Female","White",0,0,0,0,1
"STU001317",2016,"Female","White",0,1,0,0,0
"STU001318",2016,"Female","White",1,0,0,0,1
"STU001319",2016,"Male","White",0,1,0,0,1
"STU001320",2016,"Female","Hispanic",0,0,0,0,1
"STU001321",2016,"Female","White",1,0,0,0,1
"STU001322",2016,"Male","White",0,1,0,0,0
"STU001323",2016,"Male","AmericanIndian",0,0,0,0,0
"STU001324",2016,"Female","White",0,0,0,0,0
"STU001325",2016,"Female","Hispanic",1,1,0,0,1
"STU001326",2016,"Female","Asian",1,0,0,1,1
"STU001327",2016,"Female","Asian",1,0,0,0,1
"STU001328",2016,"Male","White",0,0,0,0,0
"STU001329",2016,"Female","White",0,1,1,1,0
"STU001330",2016,"Female","Hispanic",0,1,0,0,1
"STU001331",2016,"Male","Asian",0,0,1,0,1
"STU001332",2016,"Female","White",1,0,0,0,0
"STU001333",2016,"Female","White",0,0,0,1,0
"STU001334",2016,"Male","White",0,1,1,0,0
"STU001335",2016,"NonBinary_Other","White",0,1,0,1,0
"STU001336",2016,"Male","MultiRacial",0,0,1,0,0
"STU001337",2016,"Male","White",1,0,0,1,0
"STU001338",2016,"Female","Hispanic",0,0,1,0,1
"STU001339",2016,"Female","White",0,0,0,0,1
"STU001340",2016,"Female","Hispanic",0,1,0,0,1
"STU001341",2016,"NonBinary_Other","Asian",1,0,1,0,0
"STU001342",2016,"Female","Black",0,1,0,0,0
"STU001343",2016,"Male","White",0,1,0,1,0
"STU001344",2016,"Male","White",1,1,0,0,0
"STU001345",2016,"Male","White",1,0,0,0,0
"STU001346",2016,"Female","White",0,0,0,0,1
"STU001347",2016,"Female","Hispanic",0,0,0,0,1
"STU001348",2016,"Male","White",1,1,0,0,0
"STU001349",2016,"Female","White",0,0,0,0,0
"STU001350",2016,"Male","AmericanIndian",0,0,0,0,1
"STU001351",2016,"NonBinary_Other","White",0,1,0,0,0
"STU001352",2016,"Male","White",1,1,0,0,1
"STU001353",2016,"Female","White",0,0,0,0,0
"STU001354",2016,"Female","White",0,0,0,0,0
"STU001355",2016,"Female","White",1,1,0,0,0
"STU001356",2016,"NonBinary_Other","Hispanic",0,1,0,0,0
"STU001357",2016,"Male","Black",0,0,0,0,0
"STU001358",2016,"Female","MultiRacial",0,1,1,1,0
"STU001359",2016,"Female","AmericanIndian",0,0,0,0,1
"STU001360",2016,"Female","White",0,0,0,0,0
"STU001361",2016,"Female","Asian",0,0,0,0,1
"STU001362",2016,"Male","White",0,1,0,1,0
"STU001363",2016,"Male","MultiRacial",1,0,0,1,0
"STU001364",2016,"Female","Hispanic",0,0,0,0,1
"STU001365",2016,"Male","White",0,1,0,0,0
"STU001366",2016,"Male","White",0,0,1,0,0
"STU001367",2016,"Female","AmericanIndian",1,0,0,0,0
"STU001368",2016,"Female","White",0,1,0,0,1
"STU001369",2016,"Male","Hispanic",0,1,0,0,0
"STU001370",2016,"Female","White",1,0,1,0,0
"STU001371",2016,"Female","Hispanic",1,1,0,0,1
"STU001372",2016,"Male","MultiRacial",0,0,0,0,0
"STU001373",2016,"Male","White",1,0,0,0,1
"STU001374",2016,"Female","Hispanic",0,0,0,0,1
"STU001375",2016,"Female","Hispanic",0,0,0,1,1
"STU001376",2016,"Female","White",0,1,1,0,0
"STU001377",2016,"Male","White",1,1,0,0,1
"STU001378",2016,"NonBinary_Other","Hispanic",0,0,0,0,1
"STU001379",2016,"Male","White",1,0,0,0,0
"STU001380",2016,"Male","Hispanic",0,0,0,0,1
"STU001381",2016,"Female","MultiRacial",0,1,1,0,0
"STU001382",2016,"Female","Asian",0,1,0,0,1
"STU001383",2016,"Male","MultiRacial",1,0,1,0,0
"STU001384",2016,"Female","White",1,0,0,0,0
"STU001385",2016,"Male","Black",1,1,1,1,0
"STU001386",2016,"Female","White",1,1,0,0,0
"STU001387",2016,"Male","White",0,0,0,0,1
"STU001388",2016,"Female","Hispanic",0,0,1,1,0
"STU001389",2016,"Male","Hispanic",0,0,0,0,0
"STU001390",2016,"Female","Hispanic",0,0,0,0,1
"STU001391",2016,"Female","White",0,1,0,0,0
"STU001392",2016,"NonBinary_Other","Hispanic",0,0,0,0,1
"STU001393",2016,"Female","Other",0,0,0,0,1
"STU001394",2016,"Female","Other",0,1,0,0,0
"STU001395",2016,"Female","White",0,0,0,0,1
"STU001396",2016,"Female","MultiRacial",0,0,0,0,0
"STU001397",2016,"Male","White",0,1,1,0,0
"STU001398",2016,"Male","White",0,0,1,1,0
"STU001399",2016,"Male","White",1,1,0,0,1
"STU001400",2016,"Female","MultiRacial",0,0,0,0,0
"STU001401",2016,"Male","White",1,1,0,0,0
"STU001402",2016,"Male","Black",0,0,0,0,1
"STU001403",2016,"Male","Hispanic",0,0,0,0,1
"STU001404",2016,"Male","Asian",0,1,0,0,0
"STU001405",2016,"Female","Hispanic",0,1,0,0,1
"STU001406",2016,"Male","White",0,1,1,0,0
"STU001407",2016,"Male","White",1,0,0,0,0
"STU001408",2016,"Male","MultiRacial",0,0,0,0,0
"STU001409",2016,"Male","Hispanic",0,1,0,0,0
"STU001410",2016,"Female","White",0,1,0,1,0
"STU001411",2016,"NonBinary_Other","White",1,0,1,0,0
"STU001412",2016,"Male","Hispanic",0,0,1,1,0
"STU001413",2016,"Male","Black",0,0,0,0,1
"STU001414",2016,"Male","MultiRacial",0,0,0,1,1
"STU001415",2016,"Male","White",1,0,0,1,1
"STU001416",2016,"Female","Hispanic",1,0,0,0,1
"STU001417",2016,"Female","White",0,0,0,0,0
"STU001418",2016,"Female","Hispanic",0,1,0,0,0
"STU001419",2016,"Female","Hispanic",1,0,0,0,1
"STU001420",2016,"Male","MultiRacial",0,0,0,0,0
"STU001421",2016,"Male","Black",0,0,0,0,1
"STU001422",2016,"Male","White",0,1,0,0,0
"STU001423",2016,"Female","Black",0,0,0,0,0
"STU001424",2016,"Male","White",1,0,0,0,1
"STU001425",2016,"Male","White",0,0,0,1,1
"STU001426",2016,"Female","Hispanic",0,1,0,0,0
"STU001427",2016,"Female","White",0,0,0,0,0
"STU001428",2016,"Male","Hispanic",0,1,0,1,1
"STU001429",2016,"Male","Asian",1,0,0,0,0
"STU001430",2016,"Male","White",0,1,0,1,0
"STU001431",2016,"Male","White",0,0,0,0,0
"STU001432",2016,"Female","Black",1,0,0,0,0
"STU001433",2016,"Female","Hispanic",0,1,0,0,1
"STU001434",2016,"Female","White",0,0,0,0,0
"STU001435",2016,"Female","White",0,1,0,0,0
"STU001436",2016,"Male","White",1,1,0,0,0
"STU001437",2016,"Female","White",0,0,0,0,1
"STU001438",2016,"Female","Hispanic",0,1,1,0,0
"STU001439",2016,"Female","Black",0,1,0,0,0
"STU001440",2016,"Female","MultiRacial",0,0,0,0,0
"STU001441",2016,"Male","Hispanic",0,1,1,0,1
"STU001442",2016,"Male","MultiRacial",1,1,0,0,1
"STU001443",2016,"Female","Black",0,0,0,0,0
"STU001444",2016,"Female","White",1,0,0,0,1
"STU001445",2016,"Female","Black",0,0,0,0,1
"STU001446",2016,"Male","AmericanIndian",1,0,0,0,1
"STU001447",2016,"Female","Hispanic",1,0,0,0,0
"STU001448",2016,"Female","Hispanic",0,0,0,0,0
"STU001449",2016,"Female","White",0,1,0,0,0
"STU001450",2016,"Male","Black",0,0,1,0,1
"STU001451",2016,"Male","White",1,0,0,0,0
"STU001452",2016,"Male","Hispanic",0,0,1,0,1
"STU001453",2016,"Female","White",0,1,0,0,1
"STU001454",2016,"Female","White",1,0,0,0,0
"STU001455",2016,"Female","Hispanic",1,0,0,0,1
"STU001456",2016,"Female","White",1,0,0,0,1
"STU001457",2016,"Female","White",0,0,1,0,0
"STU001458",2016,"Male","White",0,0,0,0,0
"STU001459",2016,"Female","MultiRacial",0,0,0,0,1
"STU001460",2016,"Female","Hispanic",0,0,0,0,0
"STU001461",2016,"Male","Other",0,1,1,0,0
"STU001462",2016,"Male","White",0,0,0,1,0
"STU001463",2016,"Female","MultiRacial",0,1,0,0,0
"STU001464",2016,"Female","Hispanic",0,0,0,0,0
"STU001465",2016,"Female","Other",0,0,0,0,0
"STU001466",2016,"Female","Hispanic",0,0,0,0,1
"STU001467",2016,"Female","Other",1,0,0,0,1
"STU001468",2016,"Male","White",0,1,1,0,1
"STU001469",2016,"Male","MultiRacial",0,0,0,0,1
"STU001470",2016,"Female","White",1,1,0,0,1
"STU001471",2016,"Female","Black",0,0,0,0,1
"STU001472",2016,"Female","MultiRacial",0,1,0,0,0
"STU001473",2016,"Female","MultiRacial",1,0,0,0,1
"STU001474",2016,"Male","White",0,1,0,0,1
"STU001475",2016,"Male","White",0,1,1,0,0
"STU001476",2016,"Female","Hispanic",1,1,1,0,0
"STU001477",2016,"Male","White",0,1,0,0,0
"STU001478",2016,"Female","White",0,0,0,0,1
"STU001479",2016,"Female","White",0,0,0,0,0
"STU001480",2016,"Male","White",0,0,0,1,0
"STU001481",2016,"Male","Black",1,1,0,0,0
"STU001482",2016,"Male","White",0,0,1,1,0
"STU001483",2016,"Male","White",0,0,0,0,0
"STU001484",2016,"Male","Asian",0,1,0,0,0
"STU001485",2016,"Female","White",0,0,0,0,0
"STU001486",2016,"Male","Black",1,0,0,0,1
"STU001487",2016,"Female","White",0,0,1,0,0
"STU001488",2016,"Female","AmericanIndian",0,0,0,0,1
"STU001489",2016,"Female","White",0,0,0,0,0
"STU001490",2016,"Female","Hispanic",0,0,0,1,1
"STU001491",2016,"Female","Black",0,0,1,0,1
"STU001492",2016,"Male","White",0,0,0,0,0
"STU001493",2016,"Female","Black",0,0,0,0,1
"STU001494",2016,"Female","Hispanic",0,0,0,0,1
"STU001495",2016,"Female","Hispanic",0,1,0,0,1
"STU001496",2016,"Female","Black",0,1,0,0,0
"STU001497",2016,"Male","White",0,1,0,0,0
"STU001498",2016,"Female","White",0,0,0,0,0
"STU001499",2016,"Male","Asian",1,0,0,0,1
"STU001500",2016,"Female","Black",1,0,0,0,1
"STU001501",2016,"Male","Asian",1,1,0,0,0
"STU001502",2016,"Female","Other",0,0,0,0,0
"STU001503",2016,"Female","White",0,1,0,0,0
"STU001504",2016,"Female","Hispanic",0,1,0,0,0
"STU001505",2016,"Female","White",1,0,0,0,0
"STU001506",2016,"Female","White",0,1,0,0,0
"STU001507",2016,"Male","White",0,1,0,0,0
"STU001508",2016,"Female","White",0,0,0,0,0
"STU001509",2016,"Female","White",0,0,0,0,0
"STU001510",2016,"Male","White",0,1,0,1,0
"STU001511",2016,"Female","White",0,1,0,0,1
"STU001512",2016,"Male","Asian",1,0,1,0,0
"STU001513",2016,"Male","Asian",0,0,1,0,0
"STU001514",2016,"Male","Asian",1,0,1,0,0
"STU001515",2016,"Male","Hispanic",0,1,1,0,1
"STU001516",2016,"Female","White",0,0,0,0,0
"STU001517",2016,"Female","White",1,0,0,0,0
"STU001518",2016,"Male","White",1,1,0,0,0
"STU001519",2016,"Female","Black",0,0,0,0,1
"STU001520",2016,"Male","Black",1,0,1,0,1
"STU001521",2016,"Male","White",1,0,0,0,0
"STU001522",2016,"Female","Hispanic",1,1,0,1,1
"STU001523",2016,"Male","White",0,0,0,0,0
"STU001524",2016,"Male","Hispanic",0,0,0,0,1
"STU001525",2016,"Male","Asian",0,0,0,0,0
"STU001526",2016,"Male","Black",1,0,1,0,1
"STU001527",2016,"Male","Hispanic",0,1,0,0,1
"STU001528",2016,"Female","White",0,0,1,0,0
"STU001529",2016,"Female","White",0,0,0,0,1
"STU001530",2016,"Male","Hispanic",0,0,0,0,1
"STU001531",2016,"Female","White",0,1,0,0,1
"STU001532",2016,"Male","Black",1,0,0,0,1
"STU001533",2016,"Female","White",0,0,1,0,1
"STU001534",2016,"Male","Black",0,1,0,0,1
"STU001535",2016,"Male","Asian",1,0,0,0,0
"STU001536",2016,"Female","Asian",1,0,0,0,1
"STU001537",2016,"Female","White",0,0,0,0,1
"STU001538",2016,"Male","White",0,0,1,0,1
"STU001539",2016,"Male","MultiRacial",0,0,0,0,1
"STU001540",2016,"Female","Hispanic",0,0,0,0,1
"STU001541",2016,"Female","Black",1,1,1,0,1
"STU001542",2016,"Female","White",0,1,0,1,0
"STU001543",2016,"Male","White",0,0,0,0,0
"STU001544",2016,"Female","White",1,1,0,0,0
"STU001545",2016,"Female","White",0,1,1,0,1
"STU001546",2016,"Male","White",0,1,0,0,0
"STU001547",2016,"Female","White",0,0,0,0,1
"STU001548",2016,"Female","White",0,1,0,0,1
"STU001549",2016,"Female","White",1,1,1,0,1
"STU001550",2016,"Female","Hispanic",1,1,0,0,1
"STU001551",2016,"Female","White",0,1,1,0,1
"STU001552",2016,"Female","White",1,0,0,0,0
"STU001553",2016,"Female","Other",1,0,0,0,1
"STU001554",2016,"Male","MultiRacial",0,1,0,0,1
"STU001555",2016,"Male","MultiRacial",0,1,0,0,0
"STU001556",2016,"Male","White",1,0,0,1,0
"STU001557",2016,"Male","White",0,0,0,0,0
"STU001558",2016,"Female","Hispanic",0,0,0,0,0
"STU001559",2016,"Female","Hispanic",0,0,0,0,0
"STU001560",2016,"Female","Hispanic",0,0,0,0,1
"STU001561",2016,"Female","AmericanIndian",1,0,0,0,0
"STU001562",2016,"Female","White",1,0,1,0,0
"STU001563",2016,"Female","White",0,0,0,0,0
"STU001564",2016,"Male","White",0,0,0,0,1
"STU001565",2016,"Male","Hispanic",1,0,0,0,1
"STU001566",2016,"Female","Hispanic",0,1,0,0,0
"STU001567",2016,"Female","White",1,0,0,0,1
"STU001568",2016,"Female","White",1,0,0,0,0
"STU001569",2016,"Male","White",0,0,1,0,1
"STU001570",2016,"Female","White",0,0,0,0,0
"STU001571",2016,"Male","White",0,0,0,0,0
"STU001572",2016,"Female","MultiRacial",1,0,1,0,0
"STU001573",2016,"Male","Asian",0,1,0,0,0
"STU001574",2016,"Male","Other",0,1,0,0,0
"STU001575",2016,"Female","White",0,1,0,0,0
"STU001576",2016,"Female","White",1,0,0,0,1
"STU001577",2016,"Male","MultiRacial",0,0,0,0,0
"STU001578",2016,"Male","White",0,1,0,0,1
"STU001579",2016,"Male","White",1,0,0,1,1
"STU001580",2016,"Male","Asian",0,0,0,0,0
"STU001581",2016,"Female","White",0,0,0,0,0
"STU001582",2016,"Male","White",0,0,0,0,0
"STU001583",2016,"Female","Hispanic",0,0,0,0,1
"STU001584",2016,"Female","Black",1,1,0,0,0
"STU001585",2016,"NonBinary_Other","White",0,0,1,0,0
"STU001586",2016,"Female","Hispanic",0,0,0,0,1
"STU001587",2016,"Female","Black",0,0,0,0,1
"STU001588",2016,"Male","MultiRacial",0,0,0,1,1
"STU001589",2016,"Female","White",0,1,0,0,0
"STU001590",2016,"Male","White",0,1,0,0,1
"STU001591",2016,"Male","White",1,0,0,0,0
"STU001592",2016,"Female","White",0,0,1,0,0
"STU001593",2016,"Male","Asian",1,1,1,0,1
"STU001594",2016,"Male","White",0,0,0,0,1
"STU001595",2016,"Female","Black",0,1,0,0,1
"STU001596",2016,"Male","White",0,1,1,0,0
"STU001597",2016,"Female","White",0,1,0,0,0
"STU001598",2016,"Male","MultiRacial",0,1,0,0,0
"STU001599",2016,"Female","White",1,0,0,0,0
"STU001600",2016,"Male","MultiRacial",1,0,0,0,0
"STU001601",2016,"Male","White",0,0,0,0,1
"STU001602",2016,"Male","White",0,0,0,0,0
"STU001603",2016,"Male","White",0,1,1,0,1
"STU001604",2016,"Female","White",1,0,0,0,1
"STU001605",2016,"Female","AmericanIndian",1,0,0,0,0
"STU001606",2016,"Female","White",0,1,0,0,0
"STU001607",2016,"Female","White",1,1,0,1,0
"STU001608",2016,"Male","White",0,0,0,1,0
"STU001609",2016,"Female","White",0,0,0,0,0
"STU001610",2016,"Female","Black",0,0,1,0,1
"STU001611",2016,"Female","Black",0,1,1,0,1
"STU001612",2016,"Female","Black",0,0,0,0,0
"STU001613",2016,"Male","White",0,1,1,0,0
"STU001614",2016,"Male","White",0,1,0,1,0
"STU001615",2016,"Female","Hispanic",0,1,0,1,1
"STU001616",2016,"Male","White",0,0,0,0,0
"STU001617",2016,"Female","Hispanic",0,0,0,0,0
"STU001618",2016,"Female","Hispanic",0,1,0,0,1
"STU001619",2016,"Female","White",0,1,0,0,0
"STU001620",2016,"Male","Hispanic",1,0,0,0,1
"STU001621",2016,"Female","White",0,0,0,0,0
"STU001622",2016,"Male","Hispanic",1,1,0,0,0
"STU001623",2016,"Female","Hispanic",0,0,0,0,0
"STU001624",2016,"Male","Asian",0,1,0,0,1
"STU001625",2016,"Female","White",1,1,0,0,0
"STU001626",2016,"Male","Hispanic",1,0,0,0,1
"STU001627",2016,"Female","AmericanIndian",0,1,0,0,1
"STU001628",2016,"Male","White",1,1,0,0,1
"STU001629",2016,"Male","Hispanic",0,1,0,0,0
"STU001630",2016,"Female","MultiRacial",1,1,0,0,0
"STU001631",2016,"Female","AmericanIndian",0,1,0,0,0
"STU001632",2016,"Male","White",0,0,0,0,0
"STU001633",2016,"Female","Black",0,0,0,1,0
"STU001634",2016,"Female","Hispanic",1,0,0,0,1
"STU001635",2016,"Female","White",1,1,0,0,1
"STU001636",2016,"Female","Asian",1,0,0,0,1
"STU001637",2016,"Female","MultiRacial",0,1,0,0,0
"STU001638",2016,"Male","Asian",0,1,0,0,1
"STU001639",2016,"Female","White",0,1,0,0,1
"STU001640",2016,"Female","White",0,0,0,0,0
"STU001641",2016,"Female","Hispanic",0,1,0,1,0
"STU001642",2016,"Female","Hispanic",1,0,0,0,1
"STU001643",2016,"Female","Other",1,1,1,0,1
"STU001644",2016,"Male","Black",0,0,0,0,0
"STU001645",2016,"Female","White",1,1,0,0,0
"STU001646",2016,"Female","White",0,1,1,0,0
"STU001647",2016,"Male","White",1,1,0,0,0
"STU001648",2016,"Male","Hispanic",0,0,0,0,0
"STU001649",2016,"Female","Other",0,0,0,0,1
"STU001650",2016,"Female","Black",0,0,1,0,1
"STU001651",2016,"NonBinary_Other","Black",0,0,1,0,1
"STU001652",2016,"Male","White",0,0,0,0,1
"STU001653",2016,"Male","White",0,0,0,0,1
"STU001654",2016,"Female","Hispanic",0,1,0,0,0
"STU001655",2016,"Male","AmericanIndian",0,1,1,0,1
"STU001656",2016,"Female","White",0,0,0,0,0
"STU001657",2016,"Female","White",0,1,0,0,0
"STU001658",2016,"Male","White",1,0,0,0,0
"STU001659",2016,"Male","Hispanic",0,0,0,0,1
"STU001660",2016,"Male","White",0,1,0,1,1
"STU001661",2016,"Male","White",0,1,0,1,0
"STU001662",2016,"Male","White",0,1,0,0,0
"STU001663",2016,"Male","Asian",1,0,0,0,0
"STU001664",2016,"Female","White",0,1,0,0,0
"STU001665",2016,"Male","Hispanic",1,0,0,0,1
"STU001666",2016,"Male","Black",0,1,0,0,1
"STU001667",2016,"Female","White",0,0,0,0,0
"STU001668",2016,"Female","Hispanic",0,1,0,0,1
"STU001669",2016,"Male","White",1,1,0,0,0
"STU001670",2016,"Female","Hispanic",0,0,0,0,1
"STU001671",2016,"Female","Black",0,0,0,0,0
"STU001672",2016,"Male","White",0,0,0,0,0
"STU001673",2016,"Male","White",1,1,0,0,0
"STU001674",2016,"Female","Asian",0,0,0,0,1
"STU001675",2016,"Female","Hispanic",0,1,1,0,0
"STU001676",2016,"Male","Asian",0,1,0,0,0
"STU001677",2016,"Male","Asian",0,0,0,0,1
"STU001678",2016,"Female","White",0,1,0,0,0
"STU001679",2016,"Female","White",0,1,0,0,0
"STU001680",2016,"Male","White",1,1,0,1,0
"STU001681",2016,"Female","White",1,0,0,0,1
"STU001682",2016,"Female","Asian",1,1,0,0,1
"STU001683",2016,"Male","White",0,1,0,0,1
"STU001684",2016,"Female","White",0,0,0,0,1
"STU001685",2016,"Male","MultiRacial",1,0,0,0,1
"STU001686",2016,"Male","White",0,0,0,0,0
"STU001687",2016,"Male","White",0,1,0,0,0
"STU001688",2016,"Male","Hispanic",1,1,0,0,0
"STU001689",2016,"Female","Black",0,1,1,0,1
"STU001690",2016,"Female","White",1,1,0,0,0
"STU001691",2016,"Female","Asian",0,1,0,0,0
"STU001692",2016,"Male","Asian",0,0,0,0,1
"STU001693",2016,"Male","MultiRacial",0,0,0,0,0
"STU001694",2016,"Male","Black",0,1,0,0,0
"STU001695",2016,"Female","White",0,1,0,0,0
"STU001696",2016,"Female","Hispanic",0,0,1,0,1
"STU001697",2016,"Male","Black",0,1,0,0,1
"STU001698",2016,"Male","MultiRacial",1,0,1,0,0
"STU001699",2016,"Female","White",0,0,0,0,0
"STU001700",2016,"Male","Hispanic",0,0,0,0,1
"STU001701",2016,"Female","Asian",0,1,0,0,0
"STU001702",2016,"Male","White",1,1,0,0,1
"STU001703",2016,"Female","Hispanic",1,0,0,0,1
"STU001704",2016,"Female","White",0,1,1,0,1
"STU001705",2016,"Female","White",1,0,0,0,1
"STU001706",2016,"Female","White",0,0,0,0,0
"STU001707",2016,"Female","Other",0,1,0,0,0
"STU001708",2016,"Male","Hispanic",0,0,0,0,0
"STU001709",2016,"Female","Black",0,1,1,0,1
"STU001710",2016,"Female","White",0,0,0,0,1
"STU001711",2016,"Female","MultiRacial",1,1,1,0,1
"STU001712",2016,"Male","White",0,1,1,0,1
"STU001713",2016,"Male","Hispanic",0,0,0,0,1
"STU001714",2016,"Female","Black",1,0,1,0,0
"STU001715",2016,"Female","Hispanic",0,0,0,0,1
"STU001716",2016,"Female","White",0,1,0,0,0
"STU001717",2016,"Male","White",0,1,0,0,1
"STU001718",2016,"Female","Hispanic",0,0,0,0,1
"STU001719",2016,"Male","Asian",0,0,0,0,1
"STU001720",2016,"Female","Hispanic",1,0,0,0,1
"STU001721",2016,"Female","Black",0,1,0,0,0
"STU001722",2016,"Male","White",0,1,0,0,0
"STU001723",2016,"Female","Hispanic",0,1,0,0,1
"STU001724",2016,"Male","White",1,1,0,0,1
"STU001725",2016,"Male","Hispanic",0,0,0,1,1
"STU001726",2016,"Female","White",0,0,0,0,1
"STU001727",2016,"Female","White",0,1,0,0,1
"STU001728",2016,"Female","Black",0,0,0,0,1
"STU001729",2016,"Male","MultiRacial",0,1,0,0,1
"STU001730",2016,"Male","Asian",1,0,1,0,0
"STU001731",2016,"Female","Hispanic",0,1,0,0,1
"STU001732",2016,"Female","White",0,0,0,0,1
"STU001733",2016,"Female","White",1,0,0,0,1
"STU001734",2016,"Male","Black",0,1,0,0,0
"STU001735",2016,"Male","Hispanic",1,1,0,0,1
"STU001736",2016,"Female","Hispanic",0,0,0,0,0
"STU001737",2016,"Male","Other",0,0,0,0,1
"STU001738",2016,"Male","White",1,0,0,0,0
"STU001739",2016,"Female","White",0,0,0,0,1
"STU001740",2016,"Female","White",1,0,0,0,0
"STU001741",2016,"Male","Black",0,0,1,0,1
"STU001742",2016,"Female","Other",0,0,0,0,0
"STU001743",2016,"Female","White",0,1,0,0,0
"STU001744",2016,"Male","Hispanic",0,0,0,0,0
"STU001745",2016,"Male","White",1,1,0,0,0
"STU001746",2016,"Female","Hispanic",0,1,0,0,1
"STU001747",2016,"Male","MultiRacial",0,0,0,1,1
"STU001748",2016,"Female","Hispanic",0,1,0,0,1
"STU001749",2016,"Female","Asian",0,0,0,0,1
"STU001750",2016,"Female","Hispanic",0,0,0,0,0
"STU001751",2016,"Female","Black",1,0,0,0,0
"STU001752",2016,"Male","White",0,1,1,0,1
"STU001753",2016,"Female","Hispanic",0,0,0,0,0
"STU001754",2016,"Male","White",1,0,1,1,0
"STU001755",2016,"Male","Other",0,0,0,0,1
"STU001756",2016,"Male","White",1,0,1,0,0
"STU001757",2016,"Male","MultiRacial",0,1,0,0,0
"STU001758",2016,"Female","White",1,0,0,1,0
"STU001759",2016,"Female","Black",0,0,0,0,0
"STU001760",2016,"Male","White",0,1,0,0,0
"STU001761",2016,"Male","Hispanic",0,0,0,0,1
"STU001762",2016,"Female","White",0,0,0,0,1
"STU001763",2016,"Female","Hispanic",0,0,0,0,0
"STU001764",2016,"Male","Asian",0,1,0,0,0
"STU001765",2016,"Female","Hispanic",0,0,0,0,0
"STU001766",2016,"Female","Hispanic",0,1,0,0,1
"STU001767",2016,"Female","White",0,0,0,0,0
"STU001768",2016,"Male","Black",0,0,1,0,1
"STU001769",2016,"Female","White",0,0,0,0,0
"STU001770",2016,"Male","Black",0,1,0,0,0
"STU001771",2016,"Female","White",1,1,0,0,1
"STU001772",2016,"Male","MultiRacial",0,0,0,0,0
"STU001773",2016,"Male","Hispanic",0,0,0,0,0
"STU001774",2016,"Female","Hispanic",1,1,0,0,0
"STU001775",2016,"Male","MultiRacial",0,0,0,0,0
"STU001776",2016,"NonBinary_Other","Hispanic",0,0,1,0,1
"STU001777",2016,"Female","White",0,0,0,0,0
"STU001778",2016,"Male","MultiRacial",0,1,0,0,1
"STU001779",2016,"Female","White",0,0,0,0,1
"STU001780",2016,"Female","White",0,0,0,0,0
"STU001781",2016,"Female","Hispanic",0,0,0,0,1
"STU001782",2016,"Female","White",0,0,0,0,0
"STU001783",2016,"Male","White",0,1,1,0,0
"STU001784",2016,"Male","MultiRacial",0,0,0,0,0
"STU001785",2016,"Female","AmericanIndian",1,1,0,0,0
"STU001786",2016,"Female","White",0,1,0,0,0
"STU001787",2016,"Female","White",1,1,0,0,1
"STU001788",2016,"Male","White",0,0,0,0,0
"STU001789",2016,"Male","Black",0,1,1,0,1
"STU001790",2016,"Female","Hispanic",0,0,1,0,0
"STU001791",2016,"Female","White",0,1,0,1,0
"STU001792",2016,"Male","White",0,0,0,0,0
"STU001793",2016,"Female","White",1,0,0,0,1
"STU001794",2016,"Female","Hispanic",1,0,0,0,1
"STU001795",2016,"Male","Black",0,1,0,1,1
"STU001796",2016,"Female","Hispanic",0,1,0,0,1
"STU001797",2016,"Female","White",0,1,0,0,0
"STU001798",2016,"Female","White",0,0,0,0,0
"STU001799",2016,"Female","Hispanic",0,1,0,0,1
"STU001800",2016,"Male","Black",0,0,0,0,1
"STU001801",2016,"Male","Hispanic",0,1,0,0,0
"STU001802",2016,"Female","Hispanic",0,0,0,0,0
"STU001803",2016,"Female","Hispanic",1,0,0,0,1
"STU001804",2016,"Female","White",0,1,0,0,0
"STU001805",2016,"Male","Hispanic",0,1,0,0,1
"STU001806",2016,"Female","White",0,1,0,0,0
"STU001807",2016,"Female","White",0,0,0,0,0
"STU001808",2016,"Male","Black",1,1,1,0,1
"STU001809",2016,"Male","White",0,0,0,0,0
"STU001810",2016,"Female","White",0,1,1,0,0
"STU001811",2016,"Male","White",0,0,0,0,0
"STU001812",2016,"Male","White",1,1,0,0,0
"STU001813",2016,"NonBinary_Other","White",0,0,0,1,0
"STU001814",2016,"Female","Black",1,0,0,0,1
"STU001815",2016,"Female","Hispanic",0,0,0,0,0
"STU001816",2016,"Female","White",0,0,0,0,1
