"student_id","quarter_number","calendar_quarter","quarterly_wages","employed"
"STU000895",13,"2020Q1",NA,0
"STU000895",14,"2020Q2",NA,0
"STU000895",15,"2020Q3",NA,0
"STU000895",16,"2020Q4",8222,1
"STU000895",17,"2021Q1",17172,1
"STU000895",18,"2021Q2",NA,0
"STU000895",19,"2021Q3",NA,0
"STU000895",20,"2021Q4",NA,0
"STU000895",21,"2022Q1",21600,1
"STU000895",22,"2022Q2",25161,1
"STU000895",23,"2022Q3",17245,1
"STU000895",24,"2022Q4",14732,1
"STU000895",25,"2023Q1",NA,0
"STU000895",26,"2023Q2",12015,1
"STU000895",27,"2023Q3",NA,0
"STU000895",28,"2023Q4",NA,0
"STU000896",1,"2017Q1",NA,0
"STU000896",2,"2017Q2",9677,1
"STU000896",3,"2017Q3",11915,1
"STU000896",4,"2017Q4",7919,1
"STU000896",5,"2018Q1",6449,1
"STU000896",6,"2018Q2",6329,1
"STU000896",7,"2018Q3",NA,0
"STU000896",8,"2018Q4",NA,0
"STU000896",9,"2019Q1",NA,0
"STU000896",10,"2019Q2",10103,1
"STU000896",11,"2019Q3",12768,1
"STU000896",12,"2019Q4",10827,1
"STU000896",13,"2020Q1",9813,1
"STU000896",14,"2020Q2",NA,0
"STU000896",15,"2020Q3",NA,0
"STU000896",16,"2020Q4",NA,0
"STU000896",17,"2021Q1",NA,0
"STU000896",18,"2021Q2",NA,0
"STU000896",19,"2021Q3",NA,0
"STU000896",20,"2021Q4",9094,1
"STU000896",21,"2022Q1",NA,0
"STU000896",22,"2022Q2",NA,0
"STU000896",23,"2022Q3",NA,0
"STU000896",24,"2022Q4",NA,0
"STU000896",25,"2023Q1",NA,0
"STU000896",26,"2023Q2",NA,0
"STU000896",27,"2023Q3",NA,0
"STU000896",28,"2023Q4",10003,1
"STU000897",1,"2017Q1",NA,0
"STU000897",2,"2017Q2",5496,1
"STU000897",3,"2017Q3",NA,0
"STU000897",4,"2017Q4",NA,0
"STU000897",5,"2018Q1",NA,0
"STU000897",6,"2018Q2",4755,1
"STU000897",7,"2018Q3",NA,0
"STU000897",8,"2018Q4",14497,1
"STU000897",9,"2019Q1",NA,0
"STU000897",10,"2019Q2",7235,1
"STU000897",11,"2019Q3",6879,1
"STU000897",12,"2019Q4",NA,0
"STU000897",13,"2020Q1",NA,0
"STU000897",14,"2020Q2",NA,0
"STU000897",15,"2020Q3",NA,0
"STU000897",16,"2020Q4",NA,0
"STU000897",17,"2021Q1",NA,0
"STU000897",18,"2021Q2",NA,0
"STU000897",19,"2021Q3",9351,1
"STU000897",20,"2021Q4",12755,1
"STU000897",21,"2022Q1",NA,0
"STU000897",22,"2022Q2",13281,1
"STU000897",23,"2022Q3",6345,1
"STU000897",24,"2022Q4",7486,1
"STU000897",25,"2023Q1",21201,1
"STU000897",26,"2023Q2",10755,1
"STU000897",27,"2023Q3",19894,1
"STU000897",28,"2023Q4",19243,1
"STU000898",1,"2017Q1",NA,0
"STU000898",2,"2017Q2",NA,0
"STU000898",3,"2017Q3",8785,1
"STU000898",4,"2017Q4",17054,1
"STU000898",5,"2018Q1",7627,1
"STU000898",6,"2018Q2",6214,1
"STU000898",7,"2018Q3",8244,1
"STU000898",8,"2018Q4",NA,0
"STU000898",9,"2019Q1",NA,0
"STU000898",10,"2019Q2",NA,0
"STU000898",11,"2019Q3",12656,1
"STU000898",12,"2019Q4",19399,1
"STU000898",13,"2020Q1",16753,1
"STU000898",14,"2020Q2",14599,1
"STU000898",15,"2020Q3",NA,0
"STU000898",16,"2020Q4",NA,0
"STU000898",17,"2021Q1",NA,0
"STU000898",18,"2021Q2",NA,0
"STU000898",19,"2021Q3",NA,0
"STU000898",20,"2021Q4",NA,0
"STU000898",21,"2022Q1",NA,0
"STU000898",22,"2022Q2",17771,1
"STU000898",23,"2022Q3",NA,0
"STU000898",24,"2022Q4",11438,1
"STU000898",25,"2023Q1",15085,1
"STU000898",26,"2023Q2",NA,0
"STU000898",27,"2023Q3",18487,1
"STU000898",28,"2023Q4",NA,0
"STU000899",1,"2017Q1",9498,1
"STU000899",2,"2017Q2",NA,0
"STU000899",3,"2017Q3",NA,0
"STU000899",4,"2017Q4",7086,1
"STU000899",5,"2018Q1",13951,1
"STU000899",6,"2018Q2",NA,0
"STU000899",7,"2018Q3",10598,1
"STU000899",8,"2018Q4",13213,1
"STU000899",9,"2019Q1",10823,1
"STU000899",10,"2019Q2",10363,1
"STU000899",11,"2019Q3",11994,1
"STU000899",12,"2019Q4",10049,1
"STU000899",13,"2020Q1",NA,0
"STU000899",14,"2020Q2",NA,0
"STU000899",15,"2020Q3",NA,0
"STU000899",16,"2020Q4",9843,1
"STU000899",17,"2021Q1",19526,1
"STU000899",18,"2021Q2",12696,1
"STU000899",19,"2021Q3",15233,1
"STU000899",20,"2021Q4",NA,0
"STU000899",21,"2022Q1",NA,0
"STU000899",22,"2022Q2",NA,0
"STU000899",23,"2022Q3",15465,1
"STU000899",24,"2022Q4",14750,1
"STU000899",25,"2023Q1",11610,1
"STU000899",26,"2023Q2",18176,1
"STU000899",27,"2023Q3",9580,1
"STU000899",28,"2023Q4",NA,0
"STU000900",1,"2017Q1",NA,0
"STU000900",2,"2017Q2",NA,0
"STU000900",3,"2017Q3",NA,0
"STU000900",4,"2017Q4",NA,0
"STU000900",5,"2018Q1",NA,0
"STU000900",6,"2018Q2",NA,0
"STU000900",7,"2018Q3",NA,0
"STU000900",8,"2018Q4",NA,0
"STU000900",9,"2019Q1",NA,0
"STU000900",10,"2019Q2",NA,0
"STU000900",11,"2019Q3",NA,0
"STU000900",12,"2019Q4",NA,0
"STU000900",13,"2020Q1",NA,0
"STU000900",14,"2020Q2",NA,0
"STU000900",15,"2020Q3",NA,0
"STU000900",16,"2020Q4",NA,0
"STU000900",17,"2021Q1",NA,0
"STU000900",18,"2021Q2",NA,0
"STU000900",19,"2021Q3",NA,0
"STU000900",20,"2021Q4",NA,0
"STU000900",21,"2022Q1",NA,0
"STU000900",22,"2022Q2",NA,0
"STU000900",23,"2022Q3",34116,1
"STU000900",24,"2022Q4",27483,1
"STU000900",25,"2023Q1",13651,1
"STU000900",26,"2023Q2",19594,1
"STU000900",27,"2023Q3",18301,1
"STU000900",28,"2023Q4",22243,1
"STU000901",1,"2017Q1",NA,0
"STU000901",2,"2017Q2",14923,1
"STU000901",3,"2017Q3",NA,0
"STU000901",4,"2017Q4",NA,0
"STU000901",5,"2018Q1",NA,0
"STU000901",6,"2018Q2",NA,0
"STU000901",7,"2018Q3",NA,0
"STU000901",8,"2018Q4",10594,1
"STU000901",9,"2019Q1",5326,1
"STU000901",10,"2019Q2",9225,1
"STU000901",11,"2019Q3",NA,0
"STU000901",12,"2019Q4",NA,0
"STU000901",13,"2020Q1",NA,0
"STU000901",14,"2020Q2",NA,0
"STU000901",15,"2020Q3",7729,1
"STU000901",16,"2020Q4",10135,1
"STU000901",17,"2021Q1",8340,1
"STU000901",18,"2021Q2",8348,1
"STU000901",19,"2021Q3",NA,0
"STU000901",20,"2021Q4",8066,1
"STU000901",21,"2022Q1",NA,0
"STU000901",22,"2022Q2",NA,0
"STU000901",23,"2022Q3",NA,0
"STU000901",24,"2022Q4",7757,1
"STU000901",25,"2023Q1",8353,1
"STU000901",26,"2023Q2",6261,1
"STU000901",27,"2023Q3",9042,1
"STU000901",28,"2023Q4",NA,0
"STU000902",1,"2017Q1",NA,0
"STU000902",2,"2017Q2",NA,0
"STU000902",3,"2017Q3",NA,0
"STU000902",4,"2017Q4",NA,0
"STU000902",5,"2018Q1",NA,0
"STU000902",6,"2018Q2",NA,0
"STU000902",7,"2018Q3",NA,0
"STU000902",8,"2018Q4",NA,0
"STU000902",9,"2019Q1",NA,0
"STU000902",10,"2019Q2",NA,0
"STU000902",11,"2019Q3",NA,0
"STU000902",12,"2019Q4",NA,0
"STU000902",13,"2020Q1",NA,0
"STU000902",14,"2020Q2",NA,0
"STU000902",15,"2020Q3",NA,0
"STU000902",16,"2020Q4",NA,0
"STU000902",17,"2021Q1",NA,0
"STU000902",18,"2021Q2",NA,0
"STU000902",19,"2021Q3",NA,0
"STU000902",20,"2021Q4",NA,0
"STU000902",21,"2022Q1",NA,0
"STU000902",22,"2022Q2",25930,1
"STU000902",23,"2022Q3",28125,1
"STU000902",24,"2022Q4",NA,0
"STU000902",25,"2023Q1",NA,0
"STU000902",26,"2023Q2",27257,1
"STU000902",27,"2023Q3",29087,1
"STU000902",28,"2023Q4",18003,1
"STU000903",1,"2017Q1",10399,1
"STU000903",2,"2017Q2",7807,1
"STU000903",3,"2017Q3",6903,1
"STU000903",4,"2017Q4",17133,1
"STU000903",5,"2018Q1",11265,1
"STU000903",6,"2018Q2",NA,0
"STU000903",7,"2018Q3",12108,1
"STU000903",8,"2018Q4",9951,1
"STU000903",9,"2019Q1",10834,1
"STU000903",10,"2019Q2",NA,0
"STU000903",11,"2019Q3",NA,0
"STU000903",12,"2019Q4",NA,0
"STU000903",13,"2020Q1",NA,0
"STU000903",14,"2020Q2",NA,0
"STU000903",15,"2020Q3",8496,1
"STU000903",16,"2020Q4",NA,0
"STU000903",17,"2021Q1",NA,0
"STU000903",18,"2021Q2",9926,1
"STU000903",19,"2021Q3",11268,1
"STU000903",20,"2021Q4",14124,1
"STU000903",21,"2022Q1",14554,1
"STU000903",22,"2022Q2",16112,1
"STU000903",23,"2022Q3",NA,0
"STU000903",24,"2022Q4",NA,0
"STU000903",25,"2023Q1",13307,1
"STU000903",26,"2023Q2",NA,0
"STU000903",27,"2023Q3",NA,0
"STU000903",28,"2023Q4",NA,0
"STU000904",1,"2017Q1",NA,0
"STU000904",2,"2017Q2",NA,0
"STU000904",3,"2017Q3",NA,0
"STU000904",4,"2017Q4",NA,0
"STU000904",5,"2018Q1",NA,0
"STU000904",6,"2018Q2",NA,0
"STU000904",7,"2018Q3",NA,0
"STU000904",8,"2018Q4",NA,0
"STU000904",9,"2019Q1",NA,0
"STU000904",10,"2019Q2",NA,0
"STU000904",11,"2019Q3",NA,0
"STU000904",12,"2019Q4",NA,0
"STU000904",13,"2020Q1",NA,0
"STU000904",14,"2020Q2",NA,0
"STU000904",15,"2020Q3",NA,0
"STU000904",16,"2020Q4",NA,0
"STU000904",17,"2021Q1",NA,0
"STU000904",18,"2021Q2",NA,0
"STU000904",19,"2021Q3",NA,0
"STU000904",20,"2021Q4",NA,0
"STU000904",21,"2022Q1",NA,0
"STU000904",22,"2022Q2",NA,0
"STU000904",23,"2022Q3",NA,0
"STU000904",24,"2022Q4",NA,0
"STU000904",25,"2023Q1",NA,0
"STU000904",26,"2023Q2",NA,0
"STU000904",27,"2023Q3",NA,0
"STU000904",28,"2023Q4",NA,0
"STU000905",1,"2017Q1",4569,1
"STU000905",2,"2017Q2",7283,1
"STU000905",3,"2017Q3",NA,0
"STU000905",4,"2017Q4",NA,0
"STU000905",5,"2018Q1",NA,0
"STU000905",6,"2018Q2",NA,0
"STU000905",7,"2018Q3",NA,0
"STU000905",8,"2018Q4",NA,0
"STU000905",9,"2019Q1",NA,0
"STU000905",10,"2019Q2",NA,0
"STU000905",11,"2019Q3",7034,1
"STU000905",12,"2019Q4",NA,0
"STU000905",13,"2020Q1",NA,0
"STU000905",14,"2020Q2",NA,0
"STU000905",15,"2020Q3",NA,0
"STU000905",16,"2020Q4",NA,0
"STU000905",17,"2021Q1",NA,0
"STU000905",18,"2021Q2",NA,0
"STU000905",19,"2021Q3",NA,0
"STU000905",20,"2021Q4",NA,0
"STU000905",21,"2022Q1",NA,0
"STU000905",22,"2022Q2",NA,0
"STU000905",23,"2022Q3",NA,0
"STU000905",24,"2022Q4",NA,0
"STU000905",25,"2023Q1",7938,1
"STU000905",26,"2023Q2",19410,1
"STU000905",27,"2023Q3",NA,0
"STU000905",28,"2023Q4",NA,0
"STU000906",1,"2017Q1",NA,0
"STU000906",2,"2017Q2",NA,0
"STU000906",3,"2017Q3",NA,0
"STU000906",4,"2017Q4",NA,0
"STU000906",5,"2018Q1",NA,0
"STU000906",6,"2018Q2",NA,0
"STU000906",7,"2018Q3",NA,0
"STU000906",8,"2018Q4",NA,0
"STU000906",9,"2019Q1",NA,0
"STU000906",10,"2019Q2",NA,0
"STU000906",11,"2019Q3",NA,0
"STU000906",12,"2019Q4",NA,0
"STU000906",13,"2020Q1",NA,0
"STU000906",14,"2020Q2",NA,0
"STU000906",15,"2020Q3",NA,0
"STU000906",16,"2020Q4",NA,0
"STU000906",17,"2021Q1",NA,0
"STU000906",18,"2021Q2",NA,0
"STU000906",19,"2021Q3",NA,0
"STU000906",20,"2021Q4",NA,0
"STU000906",21,"2022Q1",NA,0
"STU000906",22,"2022Q2",NA,0
"STU000906",23,"2022Q3",NA,0
"STU000906",24,"2022Q4",NA,0
"STU000906",25,"2023Q1",NA,0
"STU000906",26,"2023Q2",NA,0
"STU000906",27,"2023Q3",NA,0
"STU000906",28,"2023Q4",NA,0
"STU000907",1,"2017Q1",NA,0
"STU000907",2,"2017Q2",NA,0
"STU000907",3,"2017Q3",NA,0
"STU000907",4,"2017Q4",NA,0
"STU000907",5,"2018Q1",NA,0
"STU000907",6,"2018Q2",5232,1
"STU000907",7,"2018Q3",8552,1
"STU000907",8,"2018Q4",8586,1
"STU000907",9,"2019Q1",9515,1
"STU000907",10,"2019Q2",11134,1
"STU000907",11,"2019Q3",7567,1
"STU000907",12,"2019Q4",16535,1
"STU000907",13,"2020Q1",18493,1
"STU000907",14,"2020Q2",13330,1
"STU000907",15,"2020Q3",10856,1
"STU000907",16,"2020Q4",17859,1
"STU000907",17,"2021Q1",NA,0
"STU000907",18,"2021Q2",NA,0
"STU000907",19,"2021Q3",NA,0
"STU000907",20,"2021Q4",NA,0
"STU000907",21,"2022Q1",NA,0
"STU000907",22,"2022Q2",NA,0
"STU000907",23,"2022Q3",12440,1
"STU000907",24,"2022Q4",11251,1
"STU000907",25,"2023Q1",12371,1
"STU000907",26,"2023Q2",11326,1
"STU000907",27,"2023Q3",14903,1
"STU000907",28,"2023Q4",NA,0
"STU000908",1,"2017Q1",3536,1
"STU000908",2,"2017Q2",5930,1
"STU000908",3,"2017Q3",5598,1
"STU000908",4,"2017Q4",9695,1
"STU000908",5,"2018Q1",NA,0
"STU000908",6,"2018Q2",NA,0
"STU000908",7,"2018Q3",5521,1
"STU000908",8,"2018Q4",8400,1
"STU000908",9,"2019Q1",8458,1
"STU000908",10,"2019Q2",4739,1
"STU000908",11,"2019Q3",8265,1
"STU000908",12,"2019Q4",NA,0
"STU000908",13,"2020Q1",NA,0
"STU000908",14,"2020Q2",NA,0
"STU000908",15,"2020Q3",NA,0
"STU000908",16,"2020Q4",NA,0
"STU000908",17,"2021Q1",NA,0
"STU000908",18,"2021Q2",9142,1
"STU000908",19,"2021Q3",4592,1
"STU000908",20,"2021Q4",8634,1
"STU000908",21,"2022Q1",7110,1
"STU000908",22,"2022Q2",13454,1
"STU000908",23,"2022Q3",5028,1
"STU000908",24,"2022Q4",4424,1
"STU000908",25,"2023Q1",8194,1
"STU000908",26,"2023Q2",NA,0
"STU000908",27,"2023Q3",NA,0
"STU000908",28,"2023Q4",NA,0
"STU000909",1,"2017Q1",17871,1
"STU000909",2,"2017Q2",9586,1
"STU000909",3,"2017Q3",10785,1
"STU000909",4,"2017Q4",7194,1
"STU000909",5,"2018Q1",NA,0
"STU000909",6,"2018Q2",NA,0
"STU000909",7,"2018Q3",9318,1
"STU000909",8,"2018Q4",7090,1
"STU000909",9,"2019Q1",13361,1
"STU000909",10,"2019Q2",NA,0
"STU000909",11,"2019Q3",NA,0
"STU000909",12,"2019Q4",NA,0
"STU000909",13,"2020Q1",NA,0
"STU000909",14,"2020Q2",9567,1
"STU000909",15,"2020Q3",14214,1
"STU000909",16,"2020Q4",NA,0
"STU000909",17,"2021Q1",NA,0
"STU000909",18,"2021Q2",NA,0
"STU000909",19,"2021Q3",15339,1
"STU000909",20,"2021Q4",14937,1
"STU000909",21,"2022Q1",NA,0
"STU000909",22,"2022Q2",NA,0
"STU000909",23,"2022Q3",NA,0
"STU000909",24,"2022Q4",NA,0
"STU000909",25,"2023Q1",NA,0
"STU000909",26,"2023Q2",NA,0
"STU000909",27,"2023Q3",17275,1
"STU000909",28,"2023Q4",19567,1
"STU000910",1,"2017Q1",9326,1
"STU000910",2,"2017Q2",NA,0
"STU000910",3,"2017Q3",7586,1
"STU000910",4,"2017Q4",13648,1
"STU000910",5,"2018Q1",NA,0
"STU000910",6,"2018Q2",NA,0
"STU000910",7,"2018Q3",NA,0
"STU000910",8,"2018Q4",12881,1
"STU000910",9,"2019Q1",NA,0
"STU000910",10,"2019Q2",NA,0
"STU000910",11,"2019Q3",NA,0
"STU000910",12,"2019Q4",NA,0
"STU000910",13,"2020Q1",13322,1
"STU000910",14,"2020Q2",18762,1
"STU000910",15,"2020Q3",NA,0
"STU000910",16,"2020Q4",21150,1
"STU000910",17,"2021Q1",19644,1
"STU000910",18,"2021Q2",16101,1
"STU000910",19,"2021Q3",17900,1
"STU000910",20,"2021Q4",13737,1
"STU000910",21,"2022Q1",NA,0
"STU000910",22,"2022Q2",NA,0
"STU000910",23,"2022Q3",NA,0
"STU000910",24,"2022Q4",NA,0
"STU000910",25,"2023Q1",NA,0
"STU000910",26,"2023Q2",NA,0
"STU000910",27,"2023Q3",NA,0
"STU000910",28,"2023Q4",NA,0
"STU000911",1,"2017Q1",NA,0
"STU000911",2,"2017Q2",NA,0
"STU000911",3,"2017Q3",NA,0
"STU000911",4,"2017Q4",NA,0
"STU000911",5,"2018Q1",NA,0
"STU000911",6,"2018Q2",NA,0
"STU000911",7,"2018Q3",NA,0
"STU000911",8,"2018Q4",NA,0
"STU000911",9,"2019Q1",NA,0
"STU000911",10,"2019Q2",NA,0
"STU000911",11,"2019Q3",NA,0
"STU000911",12,"2019Q4",NA,0
"STU000911",13,"2020Q1",NA,0
"STU000911",14,"2020Q2",4657,1
"STU000911",15,"2020Q3",NA,0
"STU000911",16,"2020Q4",18806,1
"STU000911",17,"2021Q1",25527,1
"STU000911",18,"2021Q2",14944,1
"STU000911",19,"2021Q3",6865,1
"STU000911",20,"2021Q4",NA,0
"STU000911",21,"2022Q1",NA,0
"STU000911",22,"2022Q2",NA,0
"STU000911",23,"2022Q3",16429,1
"STU000911",24,"2022Q4",NA,0
"STU000911",25,"2023Q1",NA,0
"STU000911",26,"2023Q2",NA,0
"STU000911",27,"2023Q3",13751,1
"STU000911",28,"2023Q4",11936,1
"STU000912",1,"2017Q1",6912,1
"STU000912",2,"2017Q2",8310,1
"STU000912",3,"2017Q3",7842,1
"STU000912",4,"2017Q4",NA,0
"STU000912",5,"2018Q1",NA,0
"STU000912",6,"2018Q2",NA,0
"STU000912",7,"2018Q3",NA,0
"STU000912",8,"2018Q4",12551,1
"STU000912",9,"2019Q1",NA,0
"STU000912",10,"2019Q2",NA,0
"STU000912",11,"2019Q3",NA,0
"STU000912",12,"2019Q4",NA,0
"STU000912",13,"2020Q1",NA,0
"STU000912",14,"2020Q2",NA,0
"STU000912",15,"2020Q3",NA,0
"STU000912",16,"2020Q4",12888,1
"STU000912",17,"2021Q1",13106,1
"STU000912",18,"2021Q2",13447,1
"STU000912",19,"2021Q3",12039,1
"STU000912",20,"2021Q4",9583,1
"STU000912",21,"2022Q1",15322,1
"STU000912",22,"2022Q2",NA,0
"STU000912",23,"2022Q3",NA,0
"STU000912",24,"2022Q4",NA,0
"STU000912",25,"2023Q1",NA,0
"STU000912",26,"2023Q2",NA,0
"STU000912",27,"2023Q3",NA,0
"STU000912",28,"2023Q4",NA,0
"STU000913",1,"2017Q1",NA,0
"STU000913",2,"2017Q2",NA,0
"STU000913",3,"2017Q3",NA,0
"STU000913",4,"2017Q4",NA,0
"STU000913",5,"2018Q1",NA,0
"STU000913",6,"2018Q2",NA,0
"STU000913",7,"2018Q3",NA,0
"STU000913",8,"2018Q4",NA,0
"STU000913",9,"2019Q1",NA,0
"STU000913",10,"2019Q2",NA,0
"STU000913",11,"2019Q3",NA,0
"STU000913",12,"2019Q4",NA,0
"STU000913",13,"2020Q1",NA,0
"STU000913",14,"2020Q2",12302,1
"STU000913",15,"2020Q3",10912,1
"STU000913",16,"2020Q4",8233,1
"STU000913",17,"2021Q1",8133,1
"STU000913",18,"2021Q2",13562,1
"STU000913",19,"2021Q3",NA,0
"STU000913",20,"2021Q4",13018,1
"STU000913",21,"2022Q1",15778,1
"STU000913",22,"2022Q2",10358,1
"STU000913",23,"2022Q3",7615,1
"STU000913",24,"2022Q4",9666,1
"STU000913",25,"2023Q1",11370,1
"STU000913",26,"2023Q2",15548,1
"STU000913",27,"2023Q3",13756,1
"STU000913",28,"2023Q4",10869,1
"STU000914",1,"2017Q1",NA,0
"STU000914",2,"2017Q2",NA,0
"STU000914",3,"2017Q3",NA,0
"STU000914",4,"2017Q4",NA,0
"STU000914",5,"2018Q1",NA,0
"STU000914",6,"2018Q2",NA,0
"STU000914",7,"2018Q3",NA,0
"STU000914",8,"2018Q4",NA,0
"STU000914",9,"2019Q1",NA,0
"STU000914",10,"2019Q2",NA,0
"STU000914",11,"2019Q3",NA,0
"STU000914",12,"2019Q4",NA,0
"STU000914",13,"2020Q1",NA,0
"STU000914",14,"2020Q2",NA,0
"STU000914",15,"2020Q3",NA,0
"STU000914",16,"2020Q4",7296,1
"STU000914",17,"2021Q1",NA,0
"STU000914",18,"2021Q2",NA,0
"STU000914",19,"2021Q3",NA,0
"STU000914",20,"2021Q4",NA,0
"STU000914",21,"2022Q1",16145,1
"STU000914",22,"2022Q2",18499,1
"STU000914",23,"2022Q3",19088,1
"STU000914",24,"2022Q4",11845,1
"STU000914",25,"2023Q1",12965,1
"STU000914",26,"2023Q2",14364,1
"STU000914",27,"2023Q3",14349,1
"STU000914",28,"2023Q4",NA,0
"STU000915",1,"2017Q1",8165,1
"STU000915",2,"2017Q2",8473,1
"STU000915",3,"2017Q3",5867,1
"STU000915",4,"2017Q4",4760,1
"STU000915",5,"2018Q1",6717,1
"STU000915",6,"2018Q2",9479,1
"STU000915",7,"2018Q3",NA,0
"STU000915",8,"2018Q4",NA,0
"STU000915",9,"2019Q1",NA,0
"STU000915",10,"2019Q2",NA,0
"STU000915",11,"2019Q3",NA,0
"STU000915",12,"2019Q4",14425,1
"STU000915",13,"2020Q1",6778,1
"STU000915",14,"2020Q2",7252,1
"STU000915",15,"2020Q3",11742,1
"STU000915",16,"2020Q4",13648,1
"STU000915",17,"2021Q1",14147,1
"STU000915",18,"2021Q2",NA,0
"STU000915",19,"2021Q3",7027,1
"STU000915",20,"2021Q4",8053,1
"STU000915",21,"2022Q1",11713,1
"STU000915",22,"2022Q2",13354,1
"STU000915",23,"2022Q3",10354,1
"STU000915",24,"2022Q4",NA,0
"STU000915",25,"2023Q1",NA,0
"STU000915",26,"2023Q2",NA,0
"STU000915",27,"2023Q3",9946,1
"STU000915",28,"2023Q4",19171,1
"STU000916",1,"2017Q1",NA,0
"STU000916",2,"2017Q2",NA,0
"STU000916",3,"2017Q3",18308,1
"STU000916",4,"2017Q4",12273,1
"STU000916",5,"2018Q1",NA,0
"STU000916",6,"2018Q2",NA,0
"STU000916",7,"2018Q3",NA,0
"STU000916",8,"2018Q4",NA,0
"STU000916",9,"2019Q1",11550,1
"STU000916",10,"2019Q2",11319,1
"STU000916",11,"2019Q3",12830,1
"STU000916",12,"2019Q4",NA,0
"STU000916",13,"2020Q1",8858,1
"STU000916",14,"2020Q2",10024,1
"STU000916",15,"2020Q3",12584,1
"STU000916",16,"2020Q4",9239,1
"STU000916",17,"2021Q1",6811,1
"STU000916",18,"2021Q2",7222,1
"STU000916",19,"2021Q3",11160,1
"STU000916",20,"2021Q4",10579,1
"STU000916",21,"2022Q1",9167,1
"STU000916",22,"2022Q2",14327,1
"STU000916",23,"2022Q3",8747,1
"STU000916",24,"2022Q4",6686,1
"STU000916",25,"2023Q1",NA,0
"STU000916",26,"2023Q2",NA,0
"STU000916",27,"2023Q3",NA,0
"STU000916",28,"2023Q4",NA,0
"STU000917",1,"2017Q1",NA,0
"STU000917",2,"2017Q2",NA,0
"STU000917",3,"2017Q3",NA,0
"STU000917",4,"2017Q4",NA,0
"STU000917",5,"2018Q1",NA,0
"STU000917",6,"2018Q2",NA,0
"STU000917",7,"2018Q3",NA,0
"STU000917",8,"2018Q4",NA,0
"STU000917",9,"2019Q1",NA,0
"STU000917",10,"2019Q2",NA,0
"STU000917",11,"2019Q3",NA,0
"STU000917",12,"2019Q4",NA,0
"STU000917",13,"2020Q1",NA,0
"STU000917",14,"2020Q2",NA,0
"STU000917",15,"2020Q3",NA,0
"STU000917",16,"2020Q4",NA,0
"STU000917",17,"2021Q1",NA,0
"STU000917",18,"2021Q2",NA,0
"STU000917",19,"2021Q3",NA,0
"STU000917",20,"2021Q4",NA,0
"STU000917",21,"2022Q1",NA,0
"STU000917",22,"2022Q2",NA,0
"STU000917",23,"2022Q3",NA,0
"STU000917",24,"2022Q4",NA,0
"STU000917",25,"2023Q1",NA,0
"STU000917",26,"2023Q2",8328,1
"STU000917",27,"2023Q3",NA,0
"STU000917",28,"2023Q4",NA,0
"STU000918",1,"2017Q1",NA,0
"STU000918",2,"2017Q2",NA,0
"STU000918",3,"2017Q3",NA,0
"STU000918",4,"2017Q4",NA,0
"STU000918",5,"2018Q1",10336,1
"STU000918",6,"2018Q2",5169,1
"STU000918",7,"2018Q3",9746,1
"STU000918",8,"2018Q4",5651,1
"STU000918",9,"2019Q1",NA,0
"STU000918",10,"2019Q2",NA,0
"STU000918",11,"2019Q3",11881,1
"STU000918",12,"2019Q4",16152,1
"STU000918",13,"2020Q1",18443,1
"STU000918",14,"2020Q2",11289,1
"STU000918",15,"2020Q3",15237,1
"STU000918",16,"2020Q4",17354,1
"STU000918",17,"2021Q1",18026,1
"STU000918",18,"2021Q2",17079,1
"STU000918",19,"2021Q3",NA,0
"STU000918",20,"2021Q4",19469,1
"STU000918",21,"2022Q1",39601,1
"STU000918",22,"2022Q2",NA,0
"STU000918",23,"2022Q3",NA,0
"STU000918",24,"2022Q4",NA,0
"STU000918",25,"2023Q1",16237,1
"STU000918",26,"2023Q2",14529,1
"STU000918",27,"2023Q3",NA,0
"STU000918",28,"2023Q4",NA,0
"STU000919",1,"2017Q1",7858,1
"STU000919",2,"2017Q2",NA,0
"STU000919",3,"2017Q3",NA,0
"STU000919",4,"2017Q4",NA,0
"STU000919",5,"2018Q1",10067,1
"STU000919",6,"2018Q2",12972,1
"STU000919",7,"2018Q3",NA,0
"STU000919",8,"2018Q4",NA,0
"STU000919",9,"2019Q1",NA,0
"STU000919",10,"2019Q2",NA,0
"STU000919",11,"2019Q3",16961,1
"STU000919",12,"2019Q4",NA,0
"STU000919",13,"2020Q1",21518,1
"STU000919",14,"2020Q2",NA,0
"STU000919",15,"2020Q3",NA,0
"STU000919",16,"2020Q4",13320,1
"STU000919",17,"2021Q1",13915,1
"STU000919",18,"2021Q2",11802,1
"STU000919",19,"2021Q3",NA,0
"STU000919",20,"2021Q4",NA,0
"STU000919",21,"2022Q1",9535,1
"STU000919",22,"2022Q2",NA,0
"STU000919",23,"2022Q3",13504,1
"STU000919",24,"2022Q4",14576,1
"STU000919",25,"2023Q1",NA,0
"STU000919",26,"2023Q2",NA,0
"STU000919",27,"2023Q3",NA,0
"STU000919",28,"2023Q4",NA,0
"STU000920",1,"2017Q1",NA,0
"STU000920",2,"2017Q2",NA,0
"STU000920",3,"2017Q3",NA,0
"STU000920",4,"2017Q4",NA,0
"STU000920",5,"2018Q1",NA,0
"STU000920",6,"2018Q2",NA,0
"STU000920",7,"2018Q3",NA,0
"STU000920",8,"2018Q4",NA,0
"STU000920",9,"2019Q1",NA,0
"STU000920",10,"2019Q2",NA,0
