"student_id","wage_q1","wage_q2","wage_q3","wage_q4","wage_q5","wage_q6","wage_q7","wage_q8","wage_q9","wage_q10","wage_q11","wage_q12","wage_q13","wage_q14","wage_q15","wage_q16","wage_q17","wage_q18","wage_q19","wage_q20","wage_q21","wage_q22","wage_q23","wage_q24","wage_q25","wage_q26","wage_q27","wage_q28"
"STU000692",10581,9677,10732,8477,NA,NA,NA,10679,NA,NA,NA,8660,NA,NA,NA,NA,8496,9987,12754,18128,20697,23900,13828,15753,22079,18321,NA,30890
"STU000693",6041,6806,7896,7596,7238,10690,9197,7049,6248,8059,9046,11603,NA,NA,6739,NA,9689,10646,7915,NA,10377,NA,NA,9845,15202,8042,8542,NA
"STU000694",7270,9162,6557,NA,NA,NA,NA,5319,NA,4190,NA,NA,NA,7134,11307,10272,6263,8998,5259,NA,8713,7609,10677,34482,NA,21057,20209,NA
"STU000695",NA,NA,NA,NA,6597,7575,5172,7628,6771,NA,NA,NA,8142,NA,8803,9440,NA,13452,12376,NA,NA,NA,12525,19482,9809,11578,14743,13788
"STU000696",12706,NA,NA,6831,8172,12617,NA,NA,NA,11313,22239,NA,NA,25706,20004,19519,18421,NA,14761,20099,20426,NA,10793,22743,NA,NA,NA,NA
"STU000697",7874,10683,10343,7622,4979,4010,9031,6086,NA,NA,8649,9566,NA,NA,NA,NA,NA,NA,NA,NA,15135,19119,NA,NA,NA,NA,NA,NA
"STU000698",NA,NA,NA,NA,5886,7506,NA,NA,5279,10652,9863,6785,11192,11233,8909,NA,8109,8355,20479,14020,NA,12432,9040,15411,7908,NA,NA,7232
"STU000699",6467,10786,11071,10760,6143,4757,NA,NA,NA,14769,15247,10015,12576,14788,14062,12661,13448,12125,13028,9570,19695,NA,NA,11491,16329,16055,22277,19021
"STU000700",NA,NA,NA,NA,NA,11233,NA,8960,6630,11411,9781,5569,9817,NA,NA,18004,12408,NA,NA,NA,13554,8774,15210,9042,15616,10831,15710,11936
"STU000701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16149,12307,11383,NA,13072,36489,17852
"STU000702",NA,NA,NA,6079,7863,3270,NA,NA,NA,NA,5525,6954,NA,NA,NA,9381,10320,NA,12913,13748,11326,12495,11421,NA,11952,8695,12311,9920
"STU000703",5362,9392,6856,9191,NA,6756,NA,NA,8739,6951,NA,NA,10461,9139,NA,NA,7338,8330,8941,11165,13349,11292,8674,17567,12047,8979,NA,NA
"STU000704",NA,NA,NA,NA,11722,10846,9623,9888,NA,NA,15277,NA,6999,11301,NA,NA,NA,NA,9435,5994,11400,9006,7706,13319,12108,10845,11440,13070
"STU000705",6450,5152,NA,NA,6952,11401,NA,NA,NA,NA,NA,NA,6808,4419,NA,14052,NA,NA,9146,8367,NA,NA,NA,NA,NA,NA,8073,NA
"STU000706",8499,13451,14012,9238,NA,NA,NA,NA,NA,NA,NA,NA,NA,14629,4139,10810,9043,11559,16167,17185,10627,7489,13475,NA,NA,NA,NA,NA
"STU000707",14248,5057,5184,6857,6618,NA,NA,8774,NA,NA,10937,15446,11447,13725,11441,NA,8942,NA,NA,11154,7309,17036,10934,15906,15210,16534,16581,11701
"STU000708",5082,NA,NA,NA,NA,7260,7064,8578,7310,8198,NA,8442,6504,7580,NA,NA,10996,NA,NA,NA,NA,NA,9448,NA,8199,28086,17782,11867
"STU000709",NA,NA,NA,NA,NA,4027,NA,NA,6326,NA,10971,13321,11169,8415,8989,13695,NA,NA,NA,NA,NA,11148,12414,6142,11022,16135,NA,NA
"STU000710",NA,NA,16516,13416,15177,11035,18065,13277,29908,14021,18989,7757,16663,13043,20746,NA,13782,23584,21004,22536,NA,NA,NA,NA,NA,NA,NA,11151
"STU000711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6595,8769,15700,NA,NA,NA,NA,NA,NA,18447,13275,NA,NA,NA,NA,NA,NA,NA
"STU000712",NA,NA,NA,8295,8938,9952,NA,NA,NA,NA,NA,NA,5833,NA,NA,NA,NA,NA,17769,16143,16105,13646,NA,15004,13419,NA,NA,NA
"STU000713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22915,19173,41115,NA,NA,NA,17139
"STU000714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000715",NA,NA,NA,NA,5143,6249,5531,5389,NA,5751,NA,3347,NA,NA,NA,4014,9099,NA,5874,NA,NA,NA,NA,NA,NA,8440,10714,17941
"STU000716",10269,NA,NA,6249,7700,9403,9778,10905,5458,13921,10000,NA,10870,11508,5780,9178,8861,9831,16170,10608,9990,13770,NA,11614,8041,7926,9349,9126
"STU000717",5272,5804,NA,NA,9099,7659,NA,6963,13178,NA,13398,7925,11666,9374,7802,10683,NA,10391,12486,14421,17066,12242,14907,15491,13233,19151,12843,8099
"STU000718",8215,15025,16722,8274,6201,6967,NA,NA,NA,NA,NA,NA,10017,12402,9886,NA,NA,NA,15721,11559,13581,7143,12461,NA,NA,NA,NA,15638
"STU000719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000720",NA,NA,NA,NA,6854,13426,6403,12248,9556,14092,10914,NA,NA,NA,10852,16012,15822,10525,8419,11318,15328,17623,8833,12301,12005,15424,13733,8250
"STU000721",NA,8855,NA,NA,NA,6032,NA,NA,NA,19343,9030,NA,NA,NA,NA,NA,NA,NA,18183,27526,20221,NA,11275,10493,27822,14011,20943,NA
"STU000722",NA,NA,10617,7005,NA,NA,9914,8806,8315,10656,9648,9493,NA,NA,NA,NA,11596,5708,7872,9937,11941,19170,16692,NA,16723,11028,8061,8900
"STU000723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19109,30619,31992
"STU000725",7997,6705,8408,5340,6691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5873,10643,17482,13168,11282,7649,20349,17130,16195,10675,NA,NA,NA
"STU000726",10817,11190,10264,8977,7865,5859,14634,9165,NA,NA,NA,8397,10386,8654,6544,7566,11737,10483,15981,8731,11394,NA,NA,11062,10024,10308,9161,6189
"STU000727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11035,14592,18535,NA,15853,14067,11032,NA,NA,NA,NA,NA,11859
"STU000728",10346,NA,5387,6128,7191,8795,8162,6789,8636,13411,7057,5429,9857,6980,12638,10655,4712,6579,NA,NA,24453,NA,NA,NA,18574,16892,13738,NA
"STU000729",4725,9519,NA,NA,5715,NA,14117,12587,9014,12708,7663,4918,NA,NA,NA,NA,NA,NA,NA,NA,NA,10685,NA,NA,NA,NA,21813,17155
"STU000730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9526,NA,NA,8925,24207,14917,NA,NA,NA,18226,11911,NA,NA,NA,NA,NA,19154
"STU000731",5779,3408,7851,6623,NA,14301,8068,6200,NA,NA,NA,12692,5880,12571,8036,6356,4571,8326,13090,NA,10607,NA,16037,19373,9392,14154,NA,9590
"STU000732",11955,7443,NA,NA,6956,NA,NA,NA,NA,NA,NA,9535,11290,NA,NA,13689,16677,19000,NA,NA,NA,13757,18519,17239,12723,11625,12992,12786
"STU000733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000734",NA,6751,NA,NA,NA,5731,10445,8719,9470,7820,NA,10134,9873,9051,10495,6247,7479,12040,10084,10358,13077,10522,NA,NA,NA,NA,NA,NA
"STU000735",18672,11244,16845,10268,7265,NA,NA,NA,NA,9215,NA,NA,7903,8022,17535,7467,23413,18989,16018,17610,14558,NA,NA,NA,NA,22842,16695,25860
"STU000736",10357,12896,8970,7579,6809,5599,9387,NA,9938,7133,6863,18338,10777,10703,12798,7281,15319,NA,NA,NA,NA,NA,NA,NA,NA,15669,17689,NA
"STU000737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14343,NA,NA,10532,NA,NA,NA
"STU000738",6874,5665,7097,4899,5852,7581,8372,12806,NA,NA,NA,7932,NA,13932,NA,NA,NA,12941,8341,11285,7510,11327,NA,11813,16297,14093,7117,15700
"STU000739",14923,6710,5999,NA,NA,8887,7043,7916,14879,7641,6938,NA,NA,NA,NA,6616,8415,7600,10611,11300,8757,8036,13017,8918,17782,9623,14161,9166
"STU000740",10070,5546,NA,6478,11216,11539,9814,8487,NA,NA,NA,NA,NA,NA,NA,9349,13663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12887
"STU000741",5741,6469,5089,5358,11397,NA,NA,NA,NA,NA,NA,NA,NA,6855,9092,11924,11268,10865,13151,7328,10141,6582,10391,19052,10647,NA,NA,13293
"STU000742",10589,6176,12061,9159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7145,17083,11564,10379,NA,NA,NA,NA,NA,NA,9697,18460,NA
"STU000743",10182,8560,NA,NA,NA,NA,NA,8844,9906,11187,13156,NA,NA,NA,11897,9762,6003,NA,NA,5399,4910,NA,10283,11572,NA,NA,13467,13966
"STU000744",10857,7705,9622,11529,NA,6294,11089,8137,NA,NA,NA,11680,11719,NA,14874,NA,14793,NA,NA,14998,10447,NA,13309,12006,13364,15187,13100,10418
"STU000745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21756,19468,9955,16987,9842,16828,12169,10958,14754,15303,15415,9677
"STU000747",5356,5148,7111,5899,NA,NA,NA,NA,NA,NA,NA,9034,7745,16078,10523,10190,11258,NA,NA,8206,14930,8369,11534,8314,10261,11317,NA,21893
"STU000748",7268,6488,10110,6683,8219,6596,12493,NA,NA,NA,6784,7827,7618,7743,8182,9451,7563,11873,7344,6822,NA,NA,9515,8540,10131,7133,NA,6954
"STU000749",NA,NA,NA,NA,6324,13468,11002,10977,8158,15436,10027,8979,7698,NA,8511,7963,10250,9415,7393,9295,NA,NA,NA,6650,10501,19165,9248,14255
"STU000750",NA,NA,NA,NA,NA,6234,8149,11289,17062,9345,10362,NA,NA,NA,NA,NA,NA,15583,9652,13749,NA,NA,15298,13541,NA,14921,14030,10431
"STU000751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14493,NA
"STU000752",14803,8498,7681,10238,7791,9744,6798,6042,7684,9231,9257,8984,7330,NA,NA,NA,16640,11982,14584,14062,17113,NA,20026,19721,20281,NA,20146,20736
"STU000753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22390,19141,11599,10078,13938,26135,NA,10731,NA
"STU000754",5504,4875,NA,6268,4260,4548,10654,NA,9704,12357,9220,11559,14120,15340,NA,NA,NA,18023,18446,NA,NA,NA,12427,10822,NA,NA,22136,20388
"STU000755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000756",5583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13878,10955,8492,6083,22858,12221,11732,NA,NA,NA,NA,11953,NA,NA,NA
"STU000757",8843,12612,8610,5178,4989,4595,4042,7727,NA,NA,NA,NA,16916,12981,9313,14253,10211,7678,8584,9717,10518,NA,10382,8631,NA,NA,NA,NA
"STU000758",9975,9912,10941,9245,NA,14644,9859,NA,9264,NA,8872,11141,7518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9906,NA,NA,NA
"STU000759",NA,9523,14464,NA,NA,NA,NA,11104,15189,16109,12283,12927,14217,13833,17186,13358,23394,12747,19599,16555,18806,11010,NA,19847,15621,NA,NA,NA
"STU000760",12760,NA,11347,11393,5886,NA,NA,6671,7314,7199,6148,11094,9711,16605,9157,NA,8604,16038,12531,12902,13495,10869,9020,16449,NA,NA,NA,NA
"STU000761",NA,NA,NA,6080,13760,9630,7797,14959,10855,9260,NA,8736,6787,9443,NA,NA,20130,7964,NA,NA,NA,13548,NA,NA,7735,8220,11629,9596
"STU000762",11692,16671,10604,12272,9150,15022,12651,8506,6412,9564,5337,8642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9066,8276,11047,NA,NA
"STU000763",NA,NA,NA,7535,6813,7000,8261,8661,8640,11114,NA,NA,7330,8629,10275,NA,NA,NA,NA,NA,10211,NA,NA,NA,NA,NA,6701,6219
"STU000764",7599,NA,10423,2132,6854,7148,5515,4236,2829,5054,NA,NA,5586,6397,4060,2875,5598,6655,11889,NA,NA,13219,13068,7222,10294,NA,NA,NA
"STU000765",9354,4885,NA,NA,NA,NA,NA,NA,NA,12288,14660,NA,NA,NA,NA,13801,8589,11466,12610,17810,17019,5197,7988,13255,14229,13429,NA,NA
"STU000766",7175,3788,5519,5772,6676,7713,9376,7786,3987,NA,NA,10835,8726,4247,5618,4257,7190,NA,NA,NA,NA,NA,11294,7787,8591,9807,11725,14508
"STU000767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000768",NA,NA,NA,NA,NA,8603,NA,NA,10159,10560,11829,8410,10535,NA,14763,12043,11002,7635,10598,10920,NA,11934,8773,16135,16746,10010,15322,10440
"STU000769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000771",NA,NA,NA,NA,NA,NA,NA,NA,9872,7007,NA,NA,NA,NA,17316,18315,NA,NA,NA,NA,NA,NA,34505,16866,12298,17200,17035,NA
"STU000772",9806,7704,7004,7212,NA,NA,NA,11300,10865,NA,NA,NA,NA,6584,7710,NA,NA,NA,8179,11296,10417,11110,4679,8018,NA,NA,NA,8710
"STU000773",23326,8987,3844,5968,8260,10589,4576,14981,NA,16360,NA,NA,9938,14703,9728,15271,13321,12073,NA,9527,13332,14380,NA,NA,NA,NA,NA,9384
"STU000774",12355,NA,NA,NA,NA,NA,NA,9511,5753,14130,9588,NA,NA,NA,NA,NA,14284,11953,NA,NA,NA,NA,13730,13473,18582,15799,18243,14606
"STU000775",11611,10033,10106,NA,NA,9974,11203,9517,8843,10007,11788,9900,11907,NA,NA,NA,NA,NA,NA,NA,12798,11855,NA,7889,NA,11928,9163,NA
"STU000776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26356,10637,NA,NA,NA,NA,NA,NA,25814,28220,25318,21468,NA,NA,NA,NA,NA
"STU000777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000778",11004,NA,NA,NA,NA,7501,5320,13005,4900,6349,NA,NA,NA,11092,7319,13583,14767,NA,8404,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000779",8069,8668,8028,NA,NA,NA,NA,NA,NA,NA,5764,NA,NA,NA,7123,10914,8998,10790,9828,11186,NA,NA,NA,NA,NA,6180,11163,13929
"STU000780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16345,11119,15395,11625,10251,19229,NA,11583,16755,15920
"STU000781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8195,8568,9287,NA,NA,9584,30303,18958,16263,23498,14029,15970,12283,12686,19841,13062,22557
"STU000782",NA,NA,NA,10819,NA,5748,6949,NA,NA,4413,NA,NA,17008,13045,13575,11756,8793,11244,16548,16092,12824,22577,11320,NA,14089,30812,NA,11982
"STU000783",6923,7942,5263,3929,8563,NA,NA,11663,10328,NA,9122,8898,7798,9514,NA,14307,13595,8834,16182,20304,12239,20478,NA,NA,NA,NA,NA,12050
"STU000784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4942,5119,6539,NA,NA,NA,NA,NA,NA,NA,NA,10803,9463,5888,14357,15201
"STU000785",4798,NA,NA,NA,NA,NA,NA,NA,NA,8607,8263,13381,12183,12142,NA,NA,NA,NA,13544,16316,12541,13394,16508,15025,14336,15884,17865,NA
"STU000786",NA,5193,7300,8966,6705,4362,NA,NA,NA,NA,8898,8680,10858,6295,6590,14451,10151,NA,NA,NA,14209,12396,12007,NA,NA,13994,13221,9216
"STU000787",6881,6042,14691,8294,13559,8684,20310,12842,13374,17905,14806,19065,13001,17687,22575,13849,16574,16675,11317,19161,10656,20840,15644,13403,12647,16194,17683,16077
"STU000788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12631,9013,10489
"STU000789",8481,14217,10109,NA,11158,8515,7112,10749,14863,9970,NA,NA,9841,9109,9398,NA,NA,NA,NA,NA,12028,27076,34136,NA,NA,NA,28401,18666
"STU000790",NA,6691,4665,4710,4791,6943,5198,3583,4965,NA,NA,5409,9293,5826,6017,10275,7012,NA,NA,7906,NA,NA,9737,14221,12133,7578,NA,11981
"STU000791",NA,NA,NA,12976,9009,8708,6563,6927,9746,7608,7335,8682,8220,12164,10322,NA,8981,11277,11572,9114,11057,8998,10928,7918,12368,8931,13100,NA
"STU000792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18670,15318,18066,21360,17281,25740
"STU000793",4638,NA,NA,9999,4263,4456,NA,NA,NA,NA,11773,NA,8625,9705,4962,NA,NA,NA,NA,NA,NA,NA,8480,14922,6043,11254,15611,NA
"STU000794",NA,NA,NA,NA,9602,7181,10280,NA,NA,NA,10647,6944,12168,6942,9027,8964,NA,NA,NA,NA,NA,NA,NA,8845,10318,12833,9416,6123
"STU000795",7933,NA,16895,5991,6139,NA,NA,NA,NA,NA,11499,9144,NA,NA,NA,NA,15786,15569,11203,14348,NA,NA,NA,11154,5584,NA,NA,15878
"STU000796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18154,15375,13046,NA,NA,25484,12066,25589,19244,38513,NA,NA,NA,NA
"STU000797",NA,NA,NA,NA,NA,15453,7811,12827,11990,8273,9844,9439,NA,11194,NA,NA,NA,11298,NA,NA,NA,9934,7324,7019,NA,NA,NA,6886
"STU000798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3969,NA,NA,NA,15680,8846,13531,22639,26285,22030,22351
"STU000799",7984,9136,11484,NA,7602,11391,7410,13262,NA,NA,NA,NA,NA,8208,7871,11047,13060,NA,10402,9980,9741,8689,12855,13060,11047,12376,7988,14287
"STU000800",7711,4520,NA,NA,NA,6843,10022,NA,NA,NA,NA,8704,9814,11088,NA,NA,14071,13560,24895,19813,13189,18679,15294,NA,19881,NA,NA,19893
"STU000801",6368,12221,13348,7494,11584,8668,NA,9046,10908,7377,NA,NA,15071,NA,NA,NA,NA,NA,18889,NA,NA,12100,15742,22110,14450,16281,27141,17025
"STU000802",13502,9010,5421,11182,12199,11777,8692,10964,13372,10151,NA,NA,9815,NA,NA,NA,11334,18475,11175,15653,13509,13255,9536,13208,12854,11664,13130,9518
"STU000803",4129,6470,NA,4837,10369,7061,6481,4454,5657,6403,10745,5053,6972,7571,NA,NA,NA,NA,3642,NA,NA,6530,7898,NA,12424,5513,7521,7656
"STU000804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23962,28031
"STU000805",NA,8832,NA,5136,6579,NA,4983,10275,7742,11676,NA,5352,7780,8124,NA,NA,NA,17371,16941,9836,8141,8804,16117,10049,NA,9961,NA,NA
"STU000806",9523,8470,5789,8382,NA,6126,7586,8928,8652,8029,8864,6914,NA,NA,NA,NA,NA,7899,6252,12145,9947,13645,NA,NA,NA,NA,NA,9080
"STU000807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000808",10612,NA,8282,8379,4610,4300,6338,5654,7209,12630,6371,7549,10677,9118,7607,NA,NA,NA,14570,NA,15839,9319,NA,NA,NA,NA,NA,NA
"STU000809",10972,8539,8508,NA,NA,NA,NA,NA,11033,NA,6559,8692,11338,17472,7296,7856,14374,NA,NA,NA,NA,NA,NA,NA,9935,8620,NA,NA
"STU000810",19164,16695,21710,15280,NA,NA,NA,13339,NA,18799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17153,17384,NA,14066,25094,NA,NA,NA
"STU000811",6806,NA,NA,NA,NA,NA,6745,13287,22704,20540,25543,29058,NA,NA,27367,NA,NA,NA,NA,NA,NA,NA,23370,23454,24640,19795,NA,19592
"STU000812",5371,7046,5484,7189,NA,NA,NA,14657,6214,7644,NA,8189,6266,9766,NA,5013,12906,29406,NA,NA,NA,6820,13904,15809,NA,NA,NA,NA
"STU000813",NA,NA,10278,13463,9347,8222,8808,14185,NA,NA,NA,NA,NA,NA,17397,13845,14843,14676,16708,18470,22355,26588,NA,23644,26665,12954,19160,19867
"STU000814",14537,17931,5164,8086,6038,8998,NA,7006,20239,11001,9135,NA,NA,NA,NA,NA,5809,12980,14805,11863,11485,NA,NA,21553,7803,NA,NA,NA
"STU000815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19191,14063,9648,20307,NA,NA,NA,NA,NA,NA,14291,14675,25325
"STU000816",4921,6048,7846,NA,NA,NA,NA,7651,NA,NA,NA,NA,NA,NA,4970,NA,5877,5620,NA,NA,NA,NA,NA,10631,NA,NA,NA,22171
"STU000817",NA,6030,4842,9193,11929,10336,12623,5616,7747,14924,13294,7756,NA,NA,NA,NA,9365,17791,NA,NA,NA,7870,5489,9410,7590,9851,12521,11151
"STU000818",4667,NA,NA,9181,7079,NA,NA,NA,NA,9963,8732,12028,9202,17703,NA,NA,12325,NA,NA,NA,NA,NA,NA,NA,12175,NA,NA,NA
"STU000819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15598,19225,7831,12686,12760,12835,6499,9275,21899,14166,18152,NA,9767,NA
"STU000820",6906,12258,NA,NA,NA,NA,NA,6225,6196,11627,12708,7366,4555,NA,NA,NA,16857,10667,11765,18190,12845,14080,NA,NA,NA,NA,NA,15889
"STU000821",NA,NA,NA,NA,5314,9639,NA,NA,15183,14121,15026,17136,11609,12762,15764,NA,10041,9018,NA,NA,NA,NA,12243,15311,NA,NA,8753,NA
"STU000822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31693,25774,NA,12406,27872,NA,NA,NA,NA,NA,13812
"STU000823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9480,14380,NA,NA,NA,NA
"STU000824",14309,NA,NA,NA,NA,6237,NA,NA,8414,10942,11104,10662,8388,10429,18323,15312,16977,9979,9280,13278,21607,12660,16592,8850,10656,7500,13967,14575
"STU000825",6862,9634,NA,NA,NA,4558,9551,NA,NA,NA,NA,11168,NA,NA,8578,8986,5415,NA,7050,NA,NA,NA,9993,7891,7262,8841,7844,9296
"STU000826",9964,NA,NA,NA,NA,NA,NA,NA,NA,13594,15307,12271,8232,12568,11645,10806,12250,NA,NA,NA,11420,9716,9164,NA,NA,NA,NA,NA
"STU000827",7817,NA,NA,NA,NA,15030,NA,NA,13184,15055,22443,11562,10976,14306,17381,13900,16096,16398,10864,14913,17515,NA,16755,NA,NA,NA,NA,NA
"STU000828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000829",8694,NA,NA,NA,NA,NA,5325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6979,10928,NA,7830,9559,18439,21511,20847,11756,NA,15366
"STU000830",9990,9599,NA,5934,12718,NA,NA,NA,NA,NA,NA,NA,4649,7458,18030,6736,NA,NA,NA,NA,6313,14170,11495,7187,11054,18913,13207,14960
"STU000831",14954,14281,12643,NA,NA,NA,NA,6604,8569,6541,15116,13742,NA,20009,11842,9683,19875,12817,14488,6171,NA,14756,NA,NA,NA,18379,NA,NA
"STU000832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000833",7963,9529,5872,NA,NA,7508,7836,9462,NA,16953,13698,16022,11685,9820,8836,15033,NA,NA,NA,NA,10864,11584,13523,13690,16602,10595,10205,17771
"STU000834",11460,6159,6054,12426,8796,NA,NA,13230,9814,14750,15896,10063,NA,11192,11283,13334,12615,14486,18413,12510,12161,14304,NA,NA,NA,11107,15296,NA
"STU000835",7750,6321,NA,NA,11248,5488,8554,NA,NA,NA,7158,9295,7800,NA,NA,NA,6842,NA,12397,18914,19975,NA,7180,7555,18308,11845,11000,NA
"STU000836",7880,6919,7954,9054,4269,11562,10360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15215,10498
"STU000837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000838",6616,NA,NA,17285,NA,NA,9523,8890,12810,14777,12647,15785,NA,NA,12980,16341,11442,9769,15968,13693,14396,18270,16591,7562,21390,NA,16093,20676
"STU000839",NA,NA,NA,6042,NA,9876,7310,NA,NA,NA,8232,6542,11056,8166,7776,10613,NA,21309,13868,19331,21015,15163,14724,12631,NA,13015,17767,12446
"STU000840",4784,NA,9864,15499,6837,7741,6473,6995,NA,7130,NA,NA,5829,9870,7695,14544,15515,15171,15428,16232,15197,21487,16505,15067,14112,9788,19121,25184
"STU000841",11903,5773,NA,NA,4843,16540,8406,5537,7512,NA,NA,NA,8753,6445,10356,9652,8863,10034,NA,NA,NA,NA,6131,NA,NA,NA,7580,7387
"STU000842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STU000843",10655,8349,NA,13001,NA,8820,6240,10038,6703,13437,NA,NA,16970,14722,NA,NA,NA,NA,NA,NA,15852,14812,9933,10663,17012,NA,NA,13778
"STU000844",9299,10539,5922,5995,5198,4488,8913,11265,5624,NA,NA,NA,NA,NA,NA,NA,14117,15043,12752,8998,NA,NA,20779,10399,15201,15149,15323,16971
