"student_id","term_1","term_2","term_3","term_4","term_5","term_6","term_7","term_8","term_9","term_10","term_11","term_12","term_13","term_14","term_15","term_16","term_17","term_18","term_19","term_20","term_21","term_22","term_23","term_24","term_25","term_26","term_27","term_28"
"STU001134","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU001135","CTC","4YR","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001136","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None"
"STU001137","None","None","None","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001138","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001139","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001140","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001141","CTC","4YR","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001142","CTC","CTC","CTC","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001143","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001144","None","None","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001145","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001146","None","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001147","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001148","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None"
"STU001149","None","None","None","None","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001150","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001151","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None"
"STU001152","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001153","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None"
"STU001154","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","CTC","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001155","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","CTC","CTC","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","None","4YR"
"STU001156","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001157","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001158","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001159","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001160","4YR","4YR","None","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001161","None","None","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001162","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None"
"STU001163","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","None","None","None","None","None","None","None","None"
"STU001164","None","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001165","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","None","None","None","None","None","None"
"STU001166","None","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001167","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001168","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001169","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001170","None","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001171","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","None","4YR","None","None","None","None","None"
"STU001172","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","None","4YR"
"STU001173","None","None","None","None","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None"
"STU001174","CTC","CTC","CTC","CTC","4YR","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001175","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001176","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001177","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001178","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","CTC","None","None","None","None","None","None"
"STU001179","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001180","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001181","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001182","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001183","CTC","CTC","CTC","CTC","CTC","None","CTC","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001184","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU001185","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001186","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001187","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001188","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001189","None","4YR","CTC","4YR","None","CTC","CTC","4YR","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001190","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001191","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001192","4YR","4YR","4YR","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None"
"STU001193","None","None","CTC","CTC","CTC","CTC","None","None","CTC","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001194","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001195","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001196","4YR","4YR","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001197","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001198","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001199","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001200","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001201","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001202","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001203","CTC","CTC","CTC","CTC","None","None","CTC","CTC","CTC","4YR","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001204","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001205","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001206","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001207","CTC","CTC","CTC","CTC","None","CTC","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001208","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001209","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None"
"STU001210","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001211","CTC","CTC","CTC","CTC","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001212","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","CTC","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU001213","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","CTC","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR"
"STU001214","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001215","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None"
"STU001216","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001217","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001218","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001219","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None"
"STU001220","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001221","None","None","None","4YR","4YR","4YR","4YR","4YR","None","None","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None"
"STU001222","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001223","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001224","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001225","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001226","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001227","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001228","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001229","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001230","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001231","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001232","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None"
"STU001233","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001234","None","CTC","CTC","CTC","CTC","CTC","None","None","None","CTC","CTC","CTC","None","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001235","4YR","4YR","4YR","4YR","4YR","CTC","4YR","None","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None"
"STU001236","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001237","CTC","None","CTC","None","CTC","CTC","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001238","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None"
"STU001239","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001240","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","None","4YR","CTC","4YR","4YR","4YR","None","None"
"STU001241","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001242","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001243","4YR","4YR","None","CTC","CTC","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001244","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001245","4YR","CTC","CTC","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001246","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001247","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001248","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001249","None","None","None","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001250","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001251","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001252","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None"
"STU001253","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001254","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001255","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001256","None","None","None","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001257","None","CTC","CTC","None","4YR","CTC","CTC","CTC","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001258","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001259","CTC","CTC","CTC","CTC","CTC","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None"
"STU001260","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001261","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001262","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001263","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001264","CTC","None","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001265","None","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001266","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001267","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001268","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None"
"STU001269","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None"
"STU001270","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None"
"STU001271","None","CTC","CTC","CTC","CTC","CTC","CTC","4YR","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001272","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001273","4YR","4YR","4YR","None","None","4YR","4YR","4YR","None","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001274","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001275","None","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001276","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None"
"STU001277","None","CTC","None","None","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001278","None","None","CTC","None","CTC","CTC","CTC","CTC","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001279","None","None","CTC","CTC","CTC","CTC","None","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001280","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001281","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001282","None","None","None","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001283","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001284","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001285","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001286","None","None","None","CTC","None","CTC","CTC","CTC","CTC","None","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001287","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001288","None","None","None","CTC","CTC","CTC","CTC","None","None","None","CTC","CTC","CTC","CTC","None","CTC","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001289","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001290","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001291","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001292","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001293","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001294","None","None","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001295","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001296","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None"
"STU001297","None","None","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001298","None","None","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001299","CTC","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001300","4YR","4YR","4YR","4YR","4YR","4YR","4YR","CTC","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001301","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","4YR","4YR","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None"
"STU001302","None","None","4YR","4YR","4YR","4YR","4YR","4YR","4YR","None","None","4YR","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001303","4YR","4YR","4YR","4YR","4YR","None","4YR","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001304","4YR","4YR","4YR","CTC","4YR","4YR","4YR","4YR","4YR","CTC","4YR","None","4YR","4YR","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001305","None","None","None","CTC","CTC","CTC","CTC","CTC","CTC","CTC","4YR","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001306","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
"STU001307","CTC","CTC","CTC","CTC","CTC","CTC","CTC","CTC","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
